row_label_raw,row_label_full,col_0,Quỹ dự trữ bổ sung vốn điều lệ VND,Quỹ dự phòng tài chính VND,Quỹ khác thuộc vốn chủ sở hữu VND,Tổng cộng VND,numeric__Quỹ dự trữ bổ sung vốn điều lệ VND,numeric__Quỹ dự phòng tài chính VND,numeric__Quỹ khác thuộc vốn chủ sở hữu VND,numeric__Tổng cộng VND
Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,704.414.667.821,1.562.051.578.855,374.056.888,2.266.840.303.564,704414667821.0,1562051578855.0,374056888.0,2266840303564.0
Trích lập các quỹ trong năm,Trích lập các quỹ trong năm,Trích lập các quỹ trong năm,175.521.250.463,351.042.500.925,-,526.563.751.388,175521250463.0,351042500925.0,,526563751388.0
Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,879.935.918.284,1.913.094.079.780,374.056.888,2.793.404.054.952,879935918284.0,1913094079780.0,374056888.0,2793404054952.0
