row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,4.389.307.648.075,5.518.552.962.269,4389307648075.0,5518552962269.0
Ảnh hưởng của hợp nhất báo cáo tài chính,Ảnh hưởng của hợp nhất báo cáo tài chính,Ảnh hưởng của hợp nhất báo cáo tài chính,(200.912.354),-,-200912354.0,
Cộng/(Trừ),Cộng/(Trừ),Cộng/(Trừ),,,,
- Thu nhập không chịu thuế,Cộng/(Trừ) > - Thu nhập không chịu thuế,- Thu nhập không chịu thuế,-,(5.450.055),,-5450055.0
- Chi phí không được khấu trừ,Cộng/(Trừ) > - Chi phí không được khấu trừ,- Chi phí không được khấu trừ,8.796.283.086,27.389.683.782,8796283086.0,27389683782.0
Thu nhập chịu thuế ước tính trong năm,Cộng/(Trừ) > Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,4.397.903.018.807,5.545.937.195.996,4397903018807.0,5545937195996.0
Chi phí thuế TNDN theo thuế suất hiện hành,Cộng/(Trừ) > Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,879.580.603.761,1.109.187.439.199,879580603761.0,1109187439199.0
Số lỗ tính thuế công ty con chưa sử dụng,Cộng/(Trừ) > Số lỗ tính thuế công ty con chưa sử dụng,Số lỗ tính thuế công ty con chưa sử dụng,9.099.678,-,9099678.0,
Điều chỉnh thuế TNDN năm trước,Cộng/(Trừ) > Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,-,4.466.854.876,,4466854876.0
Thuế TNDN được giảm (*),Cộng/(Trừ) > Thuế TNDN được giảm (*),Thuế TNDN được giảm (*),-,(60.299.608),,-60299608.0
Chi phí thuế TNDN hiện hành,Cộng/(Trừ) > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,879.589.703.439,1.113.593.994.467,879589703439.0,1113593994467.0
