row_label_raw,row_label_full,col_0,Vốn điều lệ VND,Thăng dư vốn cổ phần VND,Quỹ của TCTD VND,Lợi nhuận chưa phân phối VND,Tổng cộng VND,numeric__Vốn điều lệ VND,numeric__Thăng dư vốn cổ phần VND,numeric__Quỹ của TCTD VND,numeric__Lợi nhuận chưa phân phối VND,numeric__Tổng cộng VND
Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,13.698.828.630.000,1.702.686.297.348,2.266.840.303.564,4.136.654.169.443,21.805.009.400.355,13698828630000.0,1702686297348.0,2266840303564.0,4136654169443.0,21805009400355.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,3.509.717.944.636,3.509.717.944.636,,,,3509717944636.0,3509717944636.0
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,-,526.563.751.388,(526.563.751.388),-,,,526563751388.0,-526563751388.0,
"Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi",-,-,-,(42.487.962.159),(42.487.962.159),,,,-42487962159.0,-42487962159.0
Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,Số dư tại ngày 31 tháng 12 năm 2022,13.698.828.630.000,1.702.686.297.348,2.793.404.054.952,7.077.320.400.532,25.272.239.382.832,13698828630000.0,1702686297348.0,2793404054952.0,7077320400532.0,25272239382832.0
