row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số đầu năm_2,Trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2,numeric__Trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,VND,,,,,
,,,Giá trị,Đã nhận,Phân loại lạivay dài hạnđến hạn trả,Chênh lệch tỷ giá,Giá trị,,,,,
Vay dài hạn,Vay dài hạn,Vay dài hạn,1.432.936.788.491,783.934.200.000,(522.521.754.368),14.688.359.906,1.709.037.594.029,1432936788491.0,783934200000.0,-522521754368.0,14688359906.0,1709037594029.0
