row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,2.421.030.652.169,2.745.069.365.024,,100.0,,2421030652169.0,2745069365024.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,293.230.349.674,328.649.814.899,,110.0,4.0,293230349674.0,328649814899.0
1.,1.,1.,Tiền,111,,178.230.349.674,92.849.814.899,,111.0,,178230349674.0,92849814899.0
2.,2.,2.,Các khoản tương đương tiền,112,,115.000.000.000,235.800.000.000,,112.0,,115000000000.0,235800000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,1.337.838.190.198,1.746.300.000.000,,120.0,,1337838190198.0,1746300000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,1.337.838.190.198,1.746.300.000.000,,123.0,5.0,1337838190198.0,1746300000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,668.718.820.825,586.575.118.852,,130.0,,668718820825.0,586575118852.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,605.167.823.771,488.590.942.264,,131.0,6.0,605167823771.0,488590942264.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,13.685.354.993,279.443.770,,132.0,,13685354993.0,279443770.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,49.865.642.061,97.704.732.818,,136.0,7.0,49865642061.0,97704732818.0
IV.,IV.,IV.,Hàng tồn kho,140,,100.548.091.831,53.707.932.956,,140.0,,100548091831.0,53707932956.0
1.,1.,1.,Hàng tồn kho,141,8,100.548.091.831,53.707.932.956,,141.0,8.0,100548091831.0,53707932956.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,20.695.199.641,29.836.498.317,,150.0,,20695199641.0,29836498317.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,9,20.695.199.641,17.328.491.136,,151.0,9.0,20695199641.0,17328491136.0
2.,2.,2.,Thuế và các khoản khác phải thu Nhà nước,153,10,,12.508.007.181,,153.0,10.0,,12508007181.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,7.095.307.853.711,6.186.375.512.445,,200.0,,7095307853711.0,6186375512445.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,6.239.909.490,10.872.202.730,,210.0,,6239909490.0,10872202730.0
1.,1.,1.,Phải thu dài hạn khác,216,7,6.239.909.490,10.872.202.730,,216.0,7.0,6239909490.0,10872202730.0
II.,II.,II.,Tài sản cố định,220,,4.271.680.184.298,3.620.865.973.486,,220.0,,4271680184298.0,3620865973486.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,4.271.080.239.848,3.620.112.152.779,,221.0,11.0,4271080239848.0,3620112152779.0
,,,- Nguyên giá,222,,6.122.213.520.392,4.983.242.981.750,,222.0,,6122213520392.0,4983242981750.0
,,,- Giá trị hao mòn lũy kế,223,,(1.851.133.280.544),(1.363.130.828.971),,223.0,,-1851133280544.0,-1363130828971.0
2.,2.,2.,Tài sản cố định vô hình,227,12,599.944.450,753.820.707,,227.0,12.0,599944450.0,753820707.0
,,,- Nguyên giá,228,,6.895.384.941,6.707.384.941,,228.0,,6895384941.0,6707384941.0
,,,- Giá trị hao mòn lũy kế,229,,(6.295.440.491),(5.953.564.234),,229.0,,-6295440491.0,-5953564234.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,2.558.628.801,660.800.000,,240.0,,2558628801.0,660800000.0
1.,1.,1.,Chỉ phí xây dựng cơ bản dở dang,242,,2.558.628.801,660.800.000,,242.0,,2558628801.0,660800000.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,13,2.658.049.879.714,2.415.096.951.736,,250.0,13.0,2658049879714.0,2415096951736.0
1.,1.,1.,Đầu tư vào công ty con,251,,2.515.112.112.414,2.284.152.812.414,,251.0,,2515112112414.0,2284152812414.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,97.000.000.000,97.000.000.000,,252.0,,97000000000.0,97000000000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,45.937.767.300,45.937.767.300,,253.0,,45937767300.0,45937767300.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,,(11.993.627.978),,254.0,,,-11993627978.0
V.,V.,V.,Tài sản dài hạn khác,260,,156.779.251.408,138.879.584.493,,260.0,,156779251408.0,138879584493.0
1.,1.,1.,Chỉ phí trả trước dài hạn,261,9,152.679.620.009,126.090.730.333,,261.0,9.0,152679620009.0,126090730333.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,14,4.099.631.399,12.788.854.160,,262.0,14.0,4099631399.0,12788854160.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,9.516.338.505.880,8.931.444.877.469,,270.0,,9516338505880.0,8931444877469.0
