row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,3.442.766.581.698,3.272.720.041.057,,1.0,,3442766581698.0,3272720041057.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,24,3.442.766.581.698,3.272.720.041.057,,10.0,24.0,3442766581698.0,3272720041057.0
3.,3.,3.,Giá vốn hàng bán và cung cấp dịch vụ,11,25,2.624.610.715.886,2.531.001.842.466,,11.0,25.0,2624610715886.0,2531001842466.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,818.155.865.812,741.718.198.591,,20.0,,818155865812.0,741718198591.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,27,191.501.248.390,320.551.984.572,,21.0,27.0,191501248390.0,320551984572.0
6.,6.,6.,Chi phí tài chính,22,28,154.265.856.092,73.702.830.696,,22.0,28.0,154265856092.0,73702830696.0
,,,- Trong đó: Chi phí lãi vay,23,,126.277.218.776,75.900.454.519,,23.0,,126277218776.0,75900454519.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,29,126.713.459.226,124.790.733.054,,26.0,29.0,126713459226.0,124790733054.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,728.677.798.884,863.776.619.413,,30.0,,728677798884.0,863776619413.0
9.,9.,9.,Thu nhập khác,31,,31.905.036.902,21.332.000.175,,31.0,,31905036902.0,21332000175.0
10.,10.,10.,Chi phí khác,32,,383.350.642,662.190.476,,32.0,,383350642.0,662190476.0
11.,11.,11.,Lợi nhuận khác (40=31-32),40,,31.521.686.260,20.669.809.699,,40.0,,31521686260.0,20669809699.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,760.199.485.144,884.446.429.112,,50.0,,760199485144.0,884446429112.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,125.336.097.704,118.149.539.202,,51.0,30.0,125336097704.0,118149539202.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,14,8.689.222.761,30.222.296.950,,52.0,14.0,8689222761.0,30222296950.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,626.174.164.679,736.074.592.960,,60.0,,626174164679.0,736074592960.0
