row_label_raw,row_label_full,Phải trả người bán là các bên liên quan(Thuyết minh số 34),Số cuối nămVND > 289.679.763.987,Số đầu nămVND > 243.543.113.125,numeric__Số cuối nămVND > 289.679.763.987,numeric__Số đầu nămVND > 243.543.113.125
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,36.411.298.377,39.502.320.391,36411298377.0,39502320391.0
,,,326.091.062.364,283.045.433.516,326091062364.0,283045433516.0
