row_label_raw,row_label_full,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN_1,Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2016 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2015 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN_1,numeric__Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2016 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2015 Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
I,I,I,NGHĨA VỤ NỘ TIỀM ẮN,,48.486,45.216,,,48486.0,45216.0
2,2,2,Cam kết giao dịch hối đoái,,-,11.635,,,,11635.0
2,2,2,Cam kết mua ngoại tệ,35,-,5.540,,35.0,,5540.0
2,2,2,Cam kết bán ngoại tệ,35,-,6.095,,35.0,,6095.0
4,4,4,Cam kết trong nghiệp vụ thư tín dụng,35,15.946,16.632,,35.0,15946.0,16632.0
5,5,5,Bảo lãnh khác,35,32.540,16.949,,35.0,32540.0,16949.0
