row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,2.149.007,1.911.472,,2149007.0,1911472.0
02,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(1.391.088),(1.293.165),,-1391088.0,-1293165.0
03,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập thuần từ hoạt động dịch vụ đã nhận,31.721,9.047,,31721.0,9047.0
04,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán",72.595,(10.143),,72595.0,-10143.0
05,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Thu nhập thuần khác nhận được,13.763,8.984,,13763.0,8984.0
06,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Tiền thu các khoản nợ đã được xử lý bằng dự phòng rủi ro,3.756,4.175,,3756.0,4175.0
07,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,Tiền chi trả cho nhân viên và hoạt động quản lý,(640.693),(532.359),,-640693.0,-532359.0
08,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập doanh nghiệp thực nộp,(52.961),(32.489),,-52961.0,-32489.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,186.100,65.522,,186100.0,65522.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09,09,09,Tiền gửi và cho vay các tổ chức tín dụng khác,-,-,,,
10,09 > 10,10,Chứng khoán đầu tư,504.165,(472.027),,504165.0,-472027.0
12,09 > 12,12,Cho vay khách hàng,(3.548.455),(2.691.517),,-3548455.0,-2691517.0
13,09 > 13,13,Giảm nguồn dự phòng để bù đáp tổn thất các khoản cho vay,(7.575),(24.613),,-7575.0,-24613.0
14,09 > 14,14,Tài sản hoạt động khác,(195.518),(31.661),,-195518.0,-31661.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15,Những thay đổi về công nợ hoạt động > 15,15,Các khoản nợ Ngân hàng Nhà nước Việt Nam,(111.290),312.218,,-111290.0,312218.0
16,Những thay đổi về công nợ hoạt động > 16,16,Tiền gửi và vay các tổ chức tín dụng khác,2.281.098,(1.609.445),,2281098.0,-1609445.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tiền gửi của khách hàng,2.808.324,3.510.309,,2808324.0,3510309.0
19,Những thay đổi về công nợ hoạt động > 19,19,"Vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",23.839,-,,23839.0,
20,Những thay đổi về công nợ hoạt động > 20,20,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(555),(6.450),,-555.0,-6450.0
21,Những thay đổi về công nợ hoạt động > 21,21,Công nợ hoạt động khác,42.996,(13.168),,42996.0,-13168.0
22,Những thay đổi về công nợ hoạt động > 22,22,Chi từ các quỹ của tổ chức tín dụng,(12.603),-,,-12603.0,
I,Những thay đổi về công nợ hoạt động > I,I,LU'U CHUYÊN TIỀN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,1.970.526,(960.832),,1970526.0,-960832.0
