row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,
Dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ > Dịch vụ thanh toán,Dịch vụ thanh toán,9.892,6.498,9892.0,6498.0
"Dịch vụ ngân quỹ, ủy thác và đại lý","Thu nhập từ hoạt động dịch vụ > Dịch vụ ngân quỹ, ủy thác và đại lý","Dịch vụ ngân quỹ, ủy thác và đại lý",902,726,902.0,726.0
Dịch vụ thẩm định giá,Thu nhập từ hoạt động dịch vụ > Dịch vụ thẩm định giá,Dịch vụ thẩm định giá,10.275,6.308,10275.0,6308.0
"Dịch vụ cho thuê kho, văn phòng","Thu nhập từ hoạt động dịch vụ > Dịch vụ cho thuê kho, văn phòng","Dịch vụ cho thuê kho, văn phòng",10.682,-,10682.0,
Dịch vụ khác,Thu nhập từ hoạt động dịch vụ > Dịch vụ khác,Dịch vụ khác,61,64,61.0,64.0
,,,31.812,13.596,31812.0,13596.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,
Dịch vụ thanh toán và ngân quỹ,Chi phí hoạt động dịch vụ > Dịch vụ thanh toán và ngân quỹ,Dịch vụ thanh toán và ngân quỹ,(4.327),(3.350),-4327.0,-3350.0
Dịch vụ khác,Chi phí hoạt động dịch vụ > Dịch vụ khác,Dịch vụ khác,(2.504),(1.199),-2504.0,-1199.0
,,,(6.831),(4.549),-6831.0,-4549.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,24.981,9.047,24981.0,9047.0
