row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
Xây dựng cơ bản dở dang (i),Xây dựng cơ bản dở dang (i),Xây dựng cơ bản dở dang (i),549.869,567.267,549869.0,567267.0
"Ký quỹ thuê văn phòng, thuê đất và tạm ứng hợp đồng","Ký quỹ thuê văn phòng, thuê đất và tạm ứng hợp đồng","Ký quỹ thuê văn phòng, thuê đất và tạm ứng hợp đồng",56.393,26.463,56393.0,26463.0
Phải thu đã tất toán trái phiếu đặc biệt (ii),Phải thu đã tất toán trái phiếu đặc biệt (ii),Phải thu đã tất toán trái phiếu đặc biệt (ii),42.522,-,42522.0,
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,28.049,15.945,28049.0,15945.0
Tạm ứng để hoạt động nghiệp vụ,Tạm ứng để hoạt động nghiệp vụ,Tạm ứng để hoạt động nghiệp vụ,9.322,8.864,9322.0,8864.0
Ký quỹ tại TCTD khác cho nghiệp vụ thanh toán quốc tế,Ký quỹ tại TCTD khác cho nghiệp vụ thanh toán quốc tế,Ký quỹ tại TCTD khác cho nghiệp vụ thanh toán quốc tế,-,4.027,,4027.0
Khoản phải thu NHNNVN liên quan đến Chương trình Hỗ trợ lãi suất,Khoản phải thu NHNNVN liên quan đến Chương trình Hỗ trợ lãi suất,Khoản phải thu NHNNVN liên quan đến Chương trình Hỗ trợ lãi suất,3.822,3.822,3822.0,3822.0
Ký quỹ tại các tổ chức thanh toán quốc tế,Ký quỹ tại các tổ chức thanh toán quốc tế,Ký quỹ tại các tổ chức thanh toán quốc tế,2.216,-,2216.0,
Phải thu khác,Phải thu khác,Phải thu khác,11.527,11.159,11527.0,11159.0
,,,703.720,637.547,703720.0,637547.0
