row_label_raw,row_label_full,col_0,2016Triệu VND,2015Triệu VND,numeric__2016Triệu VND,numeric__2015Triệu VND
"1. Thuế, lệ phí và phí","1. Thuế, lệ phí và phí","1. Thuế, lệ phí và phí",16.451,11.927,16451.0,11927.0
2. Lương và các chi phí liên quan Trong đó:,2. Lương và các chi phí liên quan Trong đó:,2. Lương và các chi phí liên quan Trong đó:,375.114,316.943,375114.0,316943.0
Lương và phụ cấp,Lương và phụ cấp,Lương và phụ cấp,324.965,274.807,324965.0,274807.0
Các khoản đóng góp theo lương,Các khoản đóng góp theo lương,Các khoản đóng góp theo lương,27.506,23.151,27506.0,23151.0
Chi phí khác,Chi phí khác,Chi phí khác,22.643,18.985,22643.0,18985.0
3. Chi về tài sản Trong đó:,3. Chi về tài sản Trong đó:,3. Chi về tài sản Trong đó:,137.000,110.902,137000.0,110902.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,47.941,39.758,47941.0,39758.0
Chi phí thuê tài sản,Chi phí thuê tài sản,Chi phí thuê tài sản,52.017,36.760,52017.0,36760.0
"Chi thuê sửa chữa, bảo trì","Chi thuê sửa chữa, bảo trì","Chi thuê sửa chữa, bảo trì",26.129,23.431,26129.0,23431.0
Chi mua sắm công cụ lao động,Chi mua sắm công cụ lao động,Chi mua sắm công cụ lao động,10.676,10.909,10676.0,10909.0
Chi phí khác,Chi phí khác,Chi phí khác,237,44,237.0,44.0
4. Chi phí quản lý Trong đó:,4. Chi phí quản lý Trong đó:,4. Chi phí quản lý Trong đó:,124.348,108.354,124348.0,108354.0
"Chi phí tiếp thị, khuyến mại và in ấn","Chi phí tiếp thị, khuyến mại và in ấn","Chi phí tiếp thị, khuyến mại và in ấn",34.236,32.542,34236.0,32542.0
Công tác phí,Công tác phí,Công tác phí,3.772,4.244,3772.0,4244.0
"Chi phí điện nước, vệ sinh cơ quan, xăng dầu","Chi phí điện nước, vệ sinh cơ quan, xăng dầu","Chi phí điện nước, vệ sinh cơ quan, xăng dầu",25.285,20.978,25285.0,20978.0
"Chi phí thông tin liên lạc, nghiên cứu ứng dụng khoa học công nghệ","Chi phí thông tin liên lạc, nghiên cứu ứng dụng khoa học công nghệ","Chi phí thông tin liên lạc, nghiên cứu ứng dụng khoa học công nghệ",18.628,15.452,18628.0,15452.0
Chi phí đào tạo,Chi phí đào tạo,Chi phí đào tạo,2.101,1.681,2101.0,1681.0
"Chi phí hội nghị, lễ tân, khách tiết","Chi phí hội nghị, lễ tân, khách tiết","Chi phí hội nghị, lễ tân, khách tiết",32.292,26.902,32292.0,26902.0
Khác,Khác,Khác,8.034,6.555,8034.0,6555.0
"5. Chi nộp phí báo hiểm, bảo toàn tiền gửi","5. Chi nộp phí báo hiểm, bảo toàn tiền gửi","5. Chi nộp phí báo hiểm, bảo toàn tiền gửi",28.767,23.797,28767.0,23797.0
,,,681.680,571.923,681680.0,571923.0
