row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
01,01,01,Mua sắm tài sản cố định và tài sản dài hạn khác,(494.297),(560.996),,-494297.0,-560996.0
02,02,02,Tiền thu từ thanh lý tài sản cố định,208.963,14.962,,208963.0,14962.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",22.709,22.000,,22709.0,22000.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",474,390,,474.0,390.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,(262.151),(523.644),,-262151.0,-523644.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,04,04,Cổ tức đã trả,(118.480),-,,-118480.0,
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,(118.480),-,,-118480.0,
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,1.589.895,(1.484.476),,1589895.0,-1484476.0
V,V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN TẠITHỜI ĐIỂM ĐẦU NĂM,2.701.168,4.185.644,,2701168.0,4185644.0
VI,VI,VI,ĐIỀU CHỈNH ẢNH HƯỞNG CỦA THAY ĐỜI TÝGIÁ HỐI ĐOÁI,-,-,,,
VII,VI > VII,VII,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN TẠITHỜI ĐIỂM CUỐI NĂM (THUYẾT MINH SỐ 31),4.291.063,2.701.168,,4291063.0,2701168.0
