row_label_raw,row_label_full,STT,Chi tiết chi phí khác,Năm nay,Năm trước,numeric__Chi tiết chi phí khác,numeric__Năm nay,numeric__Năm trước
1,1,1,Phạt do vi phạm hành chính,274.113.226,,,274113226.0,
2,2,2,Chi phí Token card,257.061.770,124.220.910,,257061770.0,124220910.0
3,3,3,Phí chuyển tiền của NDT,1.381.232.927,1.711.559.970,,1381232927.0,1711559970.0
4,4,4,Chi phí khác,53.775.388.537,60.137.431.465,,53775388537.0,60137431465.0
,,,Cộng,55.687.796.460,61.973.212.345,,55687796460.0,61973212345.0
