row_label_raw,row_label_full,Tên,Chức danh,Năm nay > Số lượng,Năm nay > Giá trị (VND),Năm trước > Số lượng,Năm trước > Giá trị (VND),numeric__Chức danh,numeric__Năm nay > Số lượng,numeric__Năm nay > Giá trị (VND),numeric__Năm trước > Số lượng,numeric__Năm trước > Giá trị (VND)
Ông Nguyễn Điệp Tùng,Ông Nguyễn Điệp Tùng,Ông Nguyễn Điệp Tùng,Tổng Giám đốc,20.417,204.170.000,124.400,1.244.000.000,,20417.0,204170000.0,124400.0,1244000000.0
Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Phó Tổng Giám đốc,175.300,1.753.000.000,124.700,1.247.000.000,,175300.0,1753000000.0,124700.0,1247000000.0
Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Bà Nguyễn Thị Thu Hương,Phó Tổng Giám đốc,198.500,1.985.000.000,124.700,1.247.000.000,,198500.0,1985000000.0,124700.0,1247000000.0
Bà Trịnh Thanh Hằng,Bà Trịnh Thanh Hằng,Bà Trịnh Thanh Hằng,Người được ủy quyền CBTT,74.300,743.000.000,41.600,416.000.000,,74300.0,743000000.0,41600.0,416000000.0
