row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán,Giá bán,Tổng giá trị bán,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch,"Lãi, lỗ bán chứng khoán kỳ này","Lãi, lỗ bán chứng khoán lũy kế đến kỳ này","Lãi, lỗ bán chứng khoán lũy kế đến kỳ trước",numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán,numeric__Giá bán,numeric__Tổng giá trị bán,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch,"numeric__Lãi, lỗ bán chứng khoán kỳ này","numeric__Lãi, lỗ bán chứng khoán lũy kế đến kỳ này","numeric__Lãi, lỗ bán chứng khoán lũy kế đến kỳ trước"
A,A,A,B,1,2,3=1*2,4,5=3-4,6,7,,1.0,2.0,,4.0,,6.0,7.0
1,1,1,MSH- Công ty CP May Sông Hồng,88.700,100.838,8.944.350.000,186.358.700,8.757.991.300,8.757.991.300,,,88700.0,100838.0,8944350000.0,186358700.0,8757991300.0,8757991300.0,
2,2,2,TD1929177-Trái phiếu CP đấu thầu đợt 67/2019,500.000,110.780,55.390.000.000,54.399.500.000,990.500.000,990.500.000,,,500000.0,110780.0,55390000000.0,54399500000.0,990500000.0,990500000.0,
3,3,3,TD1929179-Trái phiếu CP đấu thầu đợt 107/2019,500.000,111.423,55.711.500.000,55.297.500.000,414.000.000,414.000.000,,,500000.0,111423.0,55711500000.0,55297500000.0,414000000.0,414000000.0,
4,4,4,Cổ phiếu lẻ,786.047,,27.838.762.520,26.602.893.397,1.235.869.123,1.235.869.123,4.856.590.134,,786047.0,,27838762520.0,26602893397.0,1235869123.0,1235869123.0,4856590134.0
,,,Tổng công,1.874.747,,147.884.612.520,136.486.252.097,11.398.360.423,11.398.360.423,4.856.590.134,,1874747.0,,147884612520.0,136486252097.0,11398360423.0,11398360423.0,4856590134.0
