row_label_raw,row_label_full,594.174.180,2.629.871.884,numeric__2.629.871.884
Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,
3.461.017.594.892,Số cuối năm > 3.461.017.594.892,3.461.017.594.892,5.007.231.899.294,5007231899294.0
3.461.017.594.892,Số cuối năm > 3.461.017.594.892,3.461.017.594.892,5.007.231.899.294,5007231899294.0
6.863.534.332,Số cuối năm > 6.863.534.332,6.863.534.332,12.192.054.557,12192054557.0
6.863.534.332,Số cuối năm > 6.863.534.332,6.863.534.332,12.192.054.557,12192054557.0
274.625.867.446,Số cuối năm > 274.625.867.446,274.625.867.446,1.247.127.325.377,1247127325377.0
274.507.459.557,Số cuối năm > 274.507.459.557,274.507.459.557,1.246.417.686.632,1246417686632.0
274.507.459.557,Số cuối năm > 274.507.459.557,274.507.459.557,1.246.417.686.632,1246417686632.0
118.407.889,Số cuối năm > 118.407.889,118.407.889,709.638.745,709638745.0
118.407.889,Số cuối năm > 118.407.889,118.407.889,709.638.745,709638745.0
48.898.722,Số cuối năm > 48.898.722,48.898.722,789.602.682,789602682.0
