row_label_raw,row_label_full,Các loại doanh thu hoạt động khác,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
1. Từ tài sản tài chính FVTPL,1. Từ tài sản tài chính FVTPL,1. Từ tài sản tài chính FVTPL,60.522.634.552,79.643.272.939,60522634552.0,79643272939.0
1.1 Cổ tức và lãi trái phiếu,1.1 Cổ tức và lãi trái phiếu,1.1 Cổ tức và lãi trái phiếu,28.546.664.687,53.472.505.818,28546664687.0,53472505818.0
"1.2 Lãi tiền gửi có kỳ hạn, chứng chỉ tiền gửi","1.2 Lãi tiền gửi có kỳ hạn, chứng chỉ tiền gửi","1.2 Lãi tiền gửi có kỳ hạn, chứng chỉ tiền gửi",31.975.969.865,26.170.767.121,31975969865.0,26170767121.0
2. Từ tài sản tài chính HTM,2. Từ tài sản tài chính HTM,2. Từ tài sản tài chính HTM,,,,
3. Từ các khoản cho vay,2. Từ tài sản tài chính HTM > 3. Từ các khoản cho vay,3. Từ các khoản cho vay,519.899.022.663,404.915.784.805,519899022663.0,404915784805.0
4. Từ AFS,4. Từ AFS,4. Từ AFS,,,,
Tổng cộng,4. Từ AFS > Tổng cộng,Tổng cộng,580.421.657.215,484.559.057.744,580421657215.0,484559057744.0
