row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),300,,1.939.966.665.884,6.473.315.533.147,300.0,,1939966665884.0,6473315533147.0
I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,310,,1.939.966.665.884,6.473.315.533.147,310.0,,1939966665884.0,6473315533147.0
1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,311,A.7.28,1.308.000.000.000,978.000.000.000,311.0,,1308000000000.0,978000000000.0
1.1. Vay ngắn hạn,1.1. Vay ngắn hạn,1.1. Vay ngắn hạn,312,,1.308.000.000.000,978.000.000.000,312.0,,1308000000000.0,978000000000.0
1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,313,,,,313.0,,,
8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,320,A.7.26,1.138.988.262,4.017.674.441,320.0,,1138988262.0,4017674441.0
9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,321,,5.312.275.000,2.618.925.000,321.0,,5312275000.0,2618925000.0
10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,322,A.7.24,43.042.624.127,75.303.963.370,322.0,,43042624127.0,75303963370.0
11. Phải trả người lao động,11. Phải trả người lao động,11. Phải trả người lao động,323,,18.321.887.389,27.301.902.169,323.0,,18321887389.0,27301902169.0
12. Các khoản trích nộp phúc lợi nhân viên,12. Các khoản trích nộp phúc lợi nhân viên,12. Các khoản trích nộp phúc lợi nhân viên,324,,1.571.578.657,1.485.002.020,324.0,,1571578657.0,1485002020.0
13. Chi phí phải trả ngắn hạn,13. Chi phí phải trả ngắn hạn,13. Chi phí phải trả ngắn hạn,325,A.7.25,11.149.425.550,15.171.947.474,325.0,,11149425550.0,15171947474.0
"17. Các khoản phải trả, phải nộp khác ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn",329,A.7.27,507.861.828.273,5.356.135.734.544,329.0,,507861828273.0,5356135734544.0
18. Dự phòng phải trả ngắn hạn,18. Dự phòng phải trả ngắn hạn,18. Dự phòng phải trả ngắn hạn,330,,,,330.0,,,
"19. Quỹ khen thưởng, phúc lợi","19. Quỹ khen thưởng, phúc lợi","19. Quỹ khen thưởng, phúc lợi",331,,43.568.058.626,13.280.384.129,331.0,,43568058626.0,13280384129.0
20. Giao dịch mua bán lại trái phiếu Chính phủ,20. Giao dịch mua bán lại trái phiếu Chính phủ,20. Giao dịch mua bán lại trái phiếu Chính phủ,332,,,,332.0,,,
II. Nợ phải trả dài hạn,II. Nợ phải trả dài hạn,II. Nợ phải trả dài hạn,340,,,,340.0,,,
D. VỐN CHỦ SỐ HỮU (400 = 410 + 420),D. VỐN CHỦ SỐ HỮU (400 = 410 + 420),D. VỐN CHỦ SỐ HỮU (400 = 410 + 420),400,,3.348.029.743.223,2.982.643.887.261,400.0,,3348029743223.0,2982643887261.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,3.348.029.743.223,2.982.643.887.261,410.0,,3348029743223.0,2982643887261.0
1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,411,,1.950.682.258.150,1.475.580.856.300,411.0,,1950682258150.0,1475580856300.0
1.1. Vốn góp của chủ sở hữu,1.1. Vốn góp của chủ sở hữu,1.1. Vốn góp của chủ sở hữu,411.1,,1.950.599.510.000,1.475.672.970.000,4111.0,,1950599510000.0,1475672970000.0
a. Cổ phiếu phổ thông có quyền biểu quyết,a. Cổ phiếu phổ thông có quyền biểu quyết,a. Cổ phiếu phổ thông có quyền biểu quyết,411.1a,,1.950.599.510.000,1.475.672.970.000,,,1950599510000.0,1475672970000.0
b. Cổ phiếu ưu đãi,b. Cổ phiếu ưu đãi,b. Cổ phiếu ưu đãi,411.1b,,,,,,,
1.2. Thăng dư vốn cổ phần,b. Cổ phiếu ưu đãi > 1.2. Thăng dư vốn cổ phần,1.2. Thăng dư vốn cổ phần,411.2,,82.748.150,162.820.000,4112.0,,82748150.0,162820000.0
1.3. Quyền chọn chuyển đổi trái phiếu-Cấu phần vốn,b. Cổ phiếu ưu đãi > 1.3. Quyền chọn chuyển đổi trái phiếu-Cấu phần vốn,1.3. Quyền chọn chuyển đổi trái phiếu-Cấu phần vốn,411.3,,,,4113.0,,,
1.4. Vốn khác của chủ sở hữu,b. Cổ phiếu ưu đãi > 1.4. Vốn khác của chủ sở hữu,1.4. Vốn khác của chủ sở hữu,411.4,,,,4114.0,,,
1.5. Cổ phiếu quỹ (*),b. Cổ phiếu ưu đãi > 1.5. Cổ phiếu quỹ (*),1.5. Cổ phiếu quỹ (*),411.5,,,(254.933.700),4115.0,,,-254933700.0
2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,b. Cổ phiếu ưu đãi > 2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,412,,,,412.0,,,
3. Chênh lệch tỷ giá hối đoái,b. Cổ phiếu ưu đãi > 3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,413,,,,413.0,,,
4. Quỹ dự trữ bổ sung vốn điều lệ,b. Cổ phiếu ưu đãi > 4. Quỹ dự trữ bổ sung vốn điều lệ,4. Quỹ dự trữ bổ sung vốn điều lệ,414,,,89.368.486.792,414.0,,,89368486792.0
5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,b. Cổ phiếu ưu đãi > 5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,415,,,89.366.336.792,415.0,,,89366336792.0
6. Các Quỹ khác thuộc vốn chủ sở hữu,b. Cổ phiếu ưu đãi > 6. Các Quỹ khác thuộc vốn chủ sở hữu,6. Các Quỹ khác thuộc vốn chủ sở hữu,416,,,,416.0,,,
