row_label_raw,row_label_full,A.7.1. Tiền và các khoản tương đương tiền,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
- Tiền mặt tại quỹ,- Tiền mặt tại quỹ,- Tiền mặt tại quỹ,206.299.629,151.292.071,206299629.0,151292071.0
- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,112.588.599.879,1.798.685.395.975,112588599879.0,1798685395975.0
- Các khoản tương đương tiền,- Các khoản tương đương tiền,- Các khoản tương đương tiền,150.000.000.000,70.000.000.000,150000000000.0,70000000000.0
Công,Công,Công,262.794.899.508,1.868.836.688.046,262794899508.0,1868836688046.0
