row_label_raw,row_label_full,Tiền gửi của Tổ chức phát hành,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
"1. Tiền gửi bán chứng khoán bảo lãnh, đại lý phát hành","1. Tiền gửi bán chứng khoán bảo lãnh, đại lý phát hành","1. Tiền gửi bán chứng khoán bảo lãnh, đại lý phát hành",,,,
"2. Tiền gửi thanh toán gốc, tiền lãi và cổ tức của Tổ chức phát hành","1. Tiền gửi bán chứng khoán bảo lãnh, đại lý phát hành > 2. Tiền gửi thanh toán gốc, tiền lãi và cổ tức của Tổ chức phát hành","2. Tiền gửi thanh toán gốc, tiền lãi và cổ tức của Tổ chức phát hành",176.549.975,2.544.642.150,176549975.0,2544642150.0
Cộng,"1. Tiền gửi bán chứng khoán bảo lãnh, đại lý phát hành > Cộng",Cộng,176.549.975,2.544.642.150,176549975.0,2544642150.0
