row_label_raw,row_label_full,STT,Các loại doanh thu hoạt động khác,Năm nay,Năm trước,numeric__Các loại doanh thu hoạt động khác,numeric__Năm nay,numeric__Năm trước
1,1,1,Doanh thu đại lý dấu giá,7.154,5.005.800,,7154.0,5005800.0
2,2,2,"Doanh thu từ trả hộ gốc, lãi trái phiếu và cổ tức của TCPH",52.000.000,77.500.000,,52000000.0,77500000.0
3,3,3,Phí quản lý tài sản cầm cố,83.692.700,132.043.900,,83692700.0,132043900.0
4,4,4,Doanh thu khác,210.620.000,43.200.000,,210620000.0,43200000.0
Công,Công,Công,Công,346.319.854,257.749.700,,346319854.0,257749700.0
