row_label_raw,row_label_full,A.7.7. Hàng tồn kho- Vật tư văn phòng,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
A.7.7. Hàng tồn kho- Vật tư văn phòng,A.7.7. Hàng tồn kho- Vật tư văn phòng,A.7.7. Hàng tồn kho- Vật tư văn phòng,2.835.244.389,2.502.934.796,2835244389.0,2502934796.0
Công,Công,Công,2.835.244.389,2.502.934.796,2835244389.0,2502934796.0
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...)",Số cuối năm,Số đầu năm,,
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...) > A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...)",2.836.736.906,1.863.577.745,2836736906.0,1863577745.0
"b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...) > b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)","b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữanhà cửa...)",2.301.699.789,1.395.314.320,2301699789.0,1395314320.0
Công,"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kếtnối hai sở, bảo hành báo trì phần mềm thiết bị...) > Công",Công,5.138.436.695,3.258.892.065,5138436695.0,3258892065.0
A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,Số cuối năm,Số đầu năm,,
A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ > A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,10.120.000.000,10.120.000.000,10120000000.0,10120000000.0
A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ > A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,14.482.731.824,14.482.731.824,14482731824.0,14482731824.0
A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ > A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ,5.410.713.793,5.456.157.102,5410713793.0,5456157102.0
Công,A.7.9. Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong kỳ > Công,Công,30.013.445.617,30.058.888.926,30013445617.0,30058888926.0
