row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),100,,5.087.806.007.585,9.254.466.760.704,100.0,,5087806007585.0,9254466760704.0
I. Tài sản tài chính,I. Tài sản tài chính,I. Tài sản tài chính,110,,5.081.038.726.058,9.248.984.660.083,110.0,,5081038726058.0,9248984660083.0
1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,111,A.7.1,262.794.899.508,1.868.836.688.046,111.0,,262794899508.0,1868836688046.0
1.1. Tiền,1.1. Tiền,1.1. Tiền,111.1,,112.794.899.508,1.798.836.688.046,1111.0,,112794899508.0,1798836688046.0
1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,111.2,,150.000.000.000,70.000.000.000,1112.0,,150000000000.0,70000000000.0
2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),112,A.7.3.1,1.071.587.660.854,1.104.400.024.194,112.0,,1071587660854.0,1104400024194.0
4. Các khoản cho vay,4. Các khoản cho vay,4. Các khoản cho vay,114,A.7.3.2,3.735.573.953.171,6.254.439.188.608,114.0,,3735573953171.0,6254439188608.0
6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,116,A.7.4,(10.885.616.176),(10.885.622.304),116.0,,-10885616176.0,-10885622304.0
7. Các khoản phải thu,7. Các khoản phải thu,7. Các khoản phải thu,117,,18.273.186.513,24.658.019.785,117.0,,18273186513.0,24658019785.0
"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",117.2,A.7.5.1,18.273.186.513,24.658.019.785,1172.0,,18273186513.0,24658019785.0
"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",117.3,,118.407.889,709.638.745,1173.0,,118407889.0,709638745.0
"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",117.4,,18.154.778.624,23.948.381.040,1174.0,,18154778624.0,23948381040.0
8. Trà trước cho người bán,8. Trà trước cho người bán,8. Trà trước cho người bán,118,,506.350.125,820.526.635,118.0,,506350125.0,820526635.0
9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,119,A.7.5.2,1.450.639.331,4.308.463.424,119.0,,1450639331.0,4308463424.0
12. Các khoản phải thu khác,12. Các khoản phải thu khác,12. Các khoản phải thu khác,122,A.7.5.4,1.855.792.732,2.532.441.695,122.0,,1855792732.0,2532441695.0
13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),129,A.7.6,(118.140.000),(125.070.000),129.0,,-118140000.0,-125070000.0
II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,130,,6.767.281.527,5.482.100.621,130.0,,6767281527.0,5482100621.0
1. Tạm ứng,1. Tạm ứng,1. Tạm ứng,131,,,,131.0,,,
"2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ",132,A.7.7,2.835.244.389,2.502.934.796,132.0,,2835244389.0,2502934796.0
3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,133,A.7.8a,2.836.736.906,1.863.577.745,133.0,,2836736906.0,1863577745.0
"4. Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cảm cố, thế chấp, ký quỹ, ký cược ngắn hạn",134,,8.800.000,8.800.000,134.0,,8800000.0,8800000.0
5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,135,,,229.033,135.0,,,229033.0
6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,136,,1.086.500.232,1.106.559.047,136.0,,1086500232.0,1106559047.0
3. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),3. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),3. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),200,,200.190.401.522,201.492.659.704,200.0,,200190401522.0,201492659704.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,166.698.985.546,169.183.705.888,220.0,,166698985546.0,169183705888.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,A.7.10,148.135.646.230,150.215.028.494,221.0,,148135646230.0,150215028494.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,257.955.537.534,245.670.476.139,222.0,,257955537534.0,245670476139.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),223a,,(109.819.891.304),(95.455.447.645),,,-109819891304.0,-95455447645.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,,,224.0,,,
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,A.7.11,18.563.339.316,18.968.677.394,227.0,,18563339316.0,18968677394.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,43.393.626.588,44.504.623.169,228.0,,43393626588.0,44504623169.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),229a,,(24.830.287.272),(25.535.945.775),,,-24830287272.0,-25535945775.0
V. Chi phí xây dựng cơ bản dở dang,V. Chi phí xây dựng cơ bản dở dang,V. Chi phí xây dựng cơ bản dở dang,240,,,,240.0,,,
7. Tài sản dài hạn khác,7. Tài sản dài hạn khác,7. Tài sản dài hạn khác,250,,33.491.415.976,32.308.953.816,250.0,,33491415976.0,32308953816.0
"1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn","1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn","1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",251,,1.176.270.570,854.750.570,251.0,,1176270570.0,854750570.0
2. Chi phí trả trước dài hạn,2. Chi phí trả trước dài hạn,2. Chi phí trả trước dài hạn,252,A.7.8b,2.301.699.789,1.395.314.320,252.0,,2301699789.0,1395314320.0
4. Tiền nộp quỹ Hỗ trợ thanh toán,4. Tiền nộp quỹ Hỗ trợ thanh toán,4. Tiền nộp quỹ Hỗ trợ thanh toán,254,A.7.9,30.013.445.617,30.058.888.926,254.0,,30013445617.0,30058888926.0
VI. Dự phòng suy giảm giá trị tài sản dài hạn,VI. Dự phòng suy giảm giá trị tài sản dài hạn,VI. Dự phòng suy giảm giá trị tài sản dài hạn,260,,,,260.0,,,
