row_label_raw,row_label_full,col_0,col_1,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
a),a),a),Ngắn hạn,92.983.068.697,92.983.068.697,297.740.606.914,398.110.492.276,193.352.954.059,193.352.954.059,,92983068697.0,92983068697.0,297740606914.0,398110492276.0,193352954059.0,193352954059.0
a),a),a),Vay ngắn hạn,57.765.853.729,57.765.853.729,258.659.831.558,249.002.329.177,48.108.351.348,48.108.351.348,,57765853729.0,57765853729.0,258659831558.0,249002329177.0,48108351348.0,48108351348.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),46.235.853.729,46.235.853.729,246.129.831.558,248.002.329.177,48.108.351.348,48.108.351.348,,46235853729.0,46235853729.0,246129831558.0,248002329177.0,48108351348.0,48108351348.0
a),a),a),Vay các đối tượng khác (2),11.530.000.000,11.530.000.000,12.530.000.000,1.000.000.000,-,-,,11530000000.0,11530000000.0,12530000000.0,1000000000.0,,
a),a),a),Vay dài hạn đến hạn trả,35.217.214.968,35.217.214.968,39.080.775.356,149.108.163.099,145.244.602.711,145.244.602.711,,35217214968.0,35217214968.0,39080775356.0,149108163099.0,145244602711.0,145244602711.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (3),35.217.214.968,35.217.214.968,39.080.775.356,149.108.163.099,145.244.602.711,145.244.602.711,,35217214968.0,35217214968.0,39080775356.0,149108163099.0,145244602711.0,145244602711.0
b),b),b),Dài hạn,342.857.351.936,342.857.351.936,47.878.472.039,39.991.879.242,334.970.759.139,334.970.759.139,,342857351936.0,342857351936.0,47878472039.0,39991879242.0,334970759139.0,334970759139.0
b),b),b),Vay dài hạn,342.857.351.936,342.857.351.936,47.878.472.039,39.991.879.242,334.970.759.139,334.970.759.139,,342857351936.0,342857351936.0,47878472039.0,39991879242.0,334970759139.0,334970759139.0
b),b),b),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (3),342.857.351.936,342.857.351.936,47.878.472.039,39.991.879.242,334.970.759.139,334.970.759.139,,342857351936.0,342857351936.0,47878472039.0,39991879242.0,334970759139.0,334970759139.0
b),b),b),Cộng,435.840.420.633,435.840.420.633,345.619.078.953,438.102.371.518,528.323.713.198,528.323.713.198,,435840420633.0,435840420633.0,345619078953.0,438102371518.0,528323713198.0,528323713198.0
