row_label_raw,row_label_full,Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,20%,20%_1,numeric__20%,numeric__20%_1
Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (3),Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (3),Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (3),21.514.661.849,20.994.528.644,21514661849.0,20994528644.0
Tài sản thuế thu nhập hoãn lại (4)=(1)+(2)+(3),Tài sản thuế thu nhập hoãn lại (4)=(1)+(2)+(3),Tài sản thuế thu nhập hoãn lại (4)=(1)+(2)+(3),44.615.348.579,22.740.490.345,44615348579.0,22740490345.0
