row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Ông Đoàn Văn Bình,Ông Đoàn Văn Bình,Ông Đoàn Văn Bình,Chủ tịch HĐQT,
Ông Đoàn Văn Minh,Ông Đoàn Văn Minh,Ông Đoàn Văn Minh,Thành viên HĐQT,
Ông Trần Trung Kết,Ông Trần Trung Kết,Ông Trần Trung Kết,Thành viên HĐQT,
Bà Vũ Thị Lan Anh,Bà Vũ Thị Lan Anh,Bà Vũ Thị Lan Anh,Thành viên HĐQT kiểm Phó Tổng giám đốc (Miễn nhiệm Thành viên HĐQT từ ngày 08/5/2025; Miễn nhiệm Phó Tổng giám đốc từ ngày 01/4/2025),
Ông Đoàn Đức Anh,Ông Đoàn Đức Anh,Ông Đoàn Đức Anh,Thành viên HĐQT (Bổ nhiệm từ ngày 08/5/2025),
Ông Hoàng Thiết Hùng,Ông Hoàng Thiết Hùng,Ông Hoàng Thiết Hùng,Thành viên độc lập (Miễn nhiệm từ ngày 03/5/2024),
Ông Nguyễn Văn Đông,Ông Nguyễn Văn Đông,Ông Nguyễn Văn Đông,Thành viên độc lập (Bổ nhiệm từ ngày 03/5/2024),
Ông Cao Văn Kiên,Ông Cao Văn Kiên,Ông Cao Văn Kiên,Tổng Giám đốc (Bổ nhiệm từ ngày 06/5/2024),
Ông Tạ Văn Tổ,Ông Tạ Văn Tổ,Ông Tạ Văn Tổ,Phó Tổng giám đốc,
Ông Trần Đạo Đức,Ông Trần Đạo Đức,Ông Trần Đạo Đức,Phó Tổng giám đốc,
Bà Đỗ Phương Anh,Bà Đỗ Phương Anh,Bà Đỗ Phương Anh,Phó Tổng giám đốc,
Bà Đỗ Thị Thơm,Bà Đỗ Thị Thơm,Bà Đỗ Thị Thơm,Phó Tổng giám đốc (Bổ nhiệm từ ngày 01/4/2025 và miễn nhiệm chức danh Kế toán trường từ ngày 01/4/2025),
Bà Trần Thị Thùy Linh,Bà Trần Thị Thùy Linh,Bà Trần Thị Thùy Linh,Trường Ban kiểm soát,
Ông Bùi Đức Thuyên,Ông Bùi Đức Thuyên,Ông Bùi Đức Thuyên,Thành viên ban kiểm soát,
Bà Nguyễn Thu Phương,Bà Nguyễn Thu Phương,Bà Nguyễn Thu Phương,Thành viên ban kiểm soát,
Bà Thái Thị Tươi,Bà Thái Thị Tươi,Bà Thái Thị Tươi,Kế toán trường (Bổ nhiệm từ ngày 01/4/2025),
Ông Đoàn Tiến Trung,Ông Đoàn Tiến Trung,Ông Đoàn Tiến Trung,Người có liên quan với bà Đỗ Thị Thơm - Phó Tổng giám đốc,
