row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ lợi ích của Công ty mẹ,Quyền biểu quyết của Công ty mẹ,numeric__Tên Công ty,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích của Công ty mẹ,numeric__Quyền biểu quyết của Công ty mẹ
7.,7.,7.,Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,"Khu tổ hợp du lịch nghi dưỡng Sonasea Vân Đồn Harbor City, Đặc khu Vân Đồn, tỉnh Quảng Ninh, Việt Nam","Kinh doanh bất động sản, đầu tư và phát triển khách sạn nghi dưỡng, khu vui chơi giải trí.","95,72%","95,72%",,,,0.9571999999999999,0.9571999999999999
8.,8.,8.,Công ty CP Đầu tư và Phát triển Nha Trang,"Lô D12B, khu 4, khu du lịch Bắc bán đào Cam Ranh, xã Cam Lâm, tỉnh Khánh Hòa, Việt Nam.",Kinh doanh bất động sản nghi dưỡng,99%,99%,,,,0.99,0.99
9.,9.,9.,Công ty TNHH MTV Tư vấn Thiết kế C.E.O,"Tầng 3, tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, phường Từ Liêm, thành phố Hà Nội, Việt Nam",Thiết kế và tư vấn kỹ thuật có liên quan,100%,100%,,,,1.0,1.0
10.,10.,10.,Công ty CP Phát triển khu công nghiệp C.E.O (*),"Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Từ Liêm, thành phố Hà Nội, Việt Nam",Kinh doanh bất động sản,99%,99%,,,,0.99,0.99
