row_label_raw,row_label_full,col_0,"Phải thu tiền đền bù, giảiphóng mặt bằng thuộc Dựán Khu đô thị mới CEO MéLinh",131.955.270.361,-,-_1,-_2,"numeric__Phải thu tiền đền bù, giảiphóng mặt bằng thuộc Dựán Khu đô thị mới CEO MéLinh",numeric__131.955.270.361,numeric__-,numeric__-_1,numeric__-_2
,,,Thuế TNCN phải thu CBCNV,1.965.080.048,-,2.131.288.189,-,,1965080048.0,,2131288189.0,
,,,Các khoản phải thu khác,4.854.373.219,(263.457.752),4.365.315.479,(664.474.020),,4854373219.0,-263457752.0,4365315479.0,-664474020.0
b),b),b),Dài hạn,9.934.570.694,-,9.949.570.694,-,,9934570694.0,,9949570694.0,
b),b),b),"Ký quỹ, ký cược dài hạn",8.242.486.694,-,8.257.486.694,-,,8242486694.0,,8257486694.0,
b),b),b),Phải thu khác,1.692.084.000,-,1.692.084.000,-,,1692084000.0,,1692084000.0,
b),b),b),Ban đền bù GPMB QuốcOai (6),1.692.084.000,-,1.692.084.000,-,,1692084000.0,,1692084000.0,
b),b),b),Cộng,809.793.923.546,(5.363.457.752),682.031.548.988,(5.764.474.020),,809793923546.0,-5363457752.0,682031548988.0,-5764474020.0
