row_label_raw,row_label_full,col_0,col_1,Nam 2025VND,Nam 2024VND,numeric__col_1,numeric__Nam 2025VND,numeric__Nam 2024VND
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,5.674.160.750.000,5.404.064.320.000,,5674160750000.0,5404064320000.0
Vốn góp đầu năm,Vốn góp đầu năm,Vốn góp đầu năm,Vốn góp đầu năm,5.404.064.320.000,5.146.787.600.000,,5404064320000.0,5146787600000.0
Vốn góp tăng trong năm,Vốn góp tăng trong năm,Vốn góp tăng trong năm,Vốn góp tăng trong năm,270.096.430.000,257.276.720.000,,270096430000.0,257276720000.0
Vốn góp cuối năm,Vốn góp cuối năm,Vốn góp cuối năm,Vốn góp cuối năm,5.674.160.750.000,5.404.064.320.000,,5674160750000.0,5404064320000.0
"Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia",270.096.430.000,257.276.720.000,,270096430000.0,257276720000.0
d),d),d),Cổ phiếu,31/12/2025,01/01/2025,,,
d),d),d),Cổ phiếu,Cổ phiếu,Cổ phiếu,,,
d),d) > d),d),Số lượng cổ phiếu đăng ký phát hành,567.416.075,540.406.432,,567416075.0,540406432.0
d),d) > d),d),Số lượng cổ phiếu đã bán ra công chúng,567.416.075,540.406.432,,567416075.0,540406432.0
d),d) > d),d),- Cổ phiếu phổ thông,567.416.075,540.406.432,,567416075.0,540406432.0
d),d) > d),d),Số lượng cổ phiếu đang lưu hành,567.416.075,540.406.432,,567416075.0,540406432.0
d),d) > d),d),- Cổ phiếu phổ thông,567.416.075,540.406.432,,567416075.0,540406432.0
d),d),d),Mệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,,,,,
21.,21.,21.,Các khoản mục ngoài Bảng cân đối kế toán hợp nhất,,,,,
21.,21.,21.,Ngoại tệ các loại,31/12/2025,01/01/2025,,,
21.,21. > 21.,21.,USD,"31.149,24","109.587,02",,31149.24,109587.02
21.,21. > 21.,21.,EUR,"67.271,22","801,75",,67271.22,801.75
