row_label_raw,row_label_full,col_0,col_1,31/12/2025,01/01/2025(Trình bày lại),numeric__col_1,numeric__31/12/2025,numeric__01/01/2025(Trình bày lại)
,,,,VND,VND,,,
a),a),a),Phải nộp,49.751.824.726,99.961.576.903,,49751824726.0,99961576903.0
a),a),a),Thuế GTGT đầu ra,7.077.996.981,3.358.545.805,,7077996981.0,3358545805.0
a),a),a),Thuế tiêu thụ đặc biệt,3.955.120,2.415.954,,3955120.0,2415954.0
a),a),a),Thuế TNDN,39.920.776.748,94.488.887.799,,39920776748.0,94488887799.0
a),a),a),Thuế TNCN,1.209.618.702,1.571.427.800,,1209618702.0,1571427800.0
a),a),a),Thuế nhà thầu,1.536.803.200,353.097.968,,1536803200.0,353097968.0
a),a),a),Thuế khác,2.673.975,187.201.577,,2673975.0,187201577.0
b),b),b),Phải thu,18.819.953.467,21.500.805.916,,18819953467.0,21500805916.0
b),b),b),Thuế GTGT đầu ra,21.302.885,9.220.978,,21302885.0,9220978.0
b),b),b),Thuế TNDN,2.618.185.961,4.188.304.411,,2618185961.0,4188304411.0
b),b),b),Thuế TNCN,82.574.915,117.889.672,,82574915.0,117889672.0
b),b),b),"Thuế đất, tiền thuê đất",16.097.889.706,17.185.390.855,,16097889706.0,17185390855.0
