row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm 2021,Năm 2020,Chênh lệch (+/-),Tỷ lệ %,numeric__CHỈ TIÊU,numeric__Năm 2021,numeric__Năm 2020,numeric__Chênh lệch (+/-),numeric__Tỷ lệ %
(1),(1),(1),(2),(3),(4),(5)=(3)-(4),(6)=(3)/(4),-2.0,-3.0,-4.0,,
,,,LỢI NHUẬN SAU THUẾ TNDN,,,,,,,,,
1,1,1,Báo cáo tài chính riêng,933.196,606.461,326.735,"153,9%",,933196.0,606461.0,326735.0,1.5390000000000001
2,2,2,Báo cáo tài chính hợp nhất,1.279.077,667.310,611.767,"191,7%",,1279077.0,667310.0,611767.0,1.9169999999999998
