row_label_raw,row_label_full,Hợp đồng,Số cuối năm,Số đầu năm,Thời hạn cho vay/ngày đáo hạn,Lãi suất,Mục đích vay,Tài sản đảm bảo,numeric__Số cuối năm,numeric__Số đầu năm,numeric__Thời hạn cho vay/ngày đáo hạn,numeric__Lãi suất,numeric__Mục đích vay,numeric__Tài sản đảm bảo
Nợ lãi hợp vốn các ngân hàng,Nợ lãi hợp vốn các ngân hàng,Nợ lãi hợp vốn các ngân hàng,,-6.254.441.485,,,,,,-6254441485.0,,,,
"Văn bản sửa đổi, bổ sung số 02/01-HD-01/3467-BS8 ngày 20/10/2014","Văn bản sửa đổi, bổ sung số 02/01-HD-01/3467-BS8 ngày 20/10/2014","Văn bản sửa đổi, bổ sung số 02/01-HD-01/3467-BS8 ngày 20/10/2014",,-6.254.441.485,"10 năm, bắt đầu trả từ năm 2011",,,,,-6254441485.0,,,,
Ngân hàng Phát triển Việt Nam,Ngân hàng Phát triển Việt Nam,Ngân hàng Phát triển Việt Nam,90.819.513.259,132.819.513.259,,,,,90819513259.0,132819513259.0,,,,
Hợp đồng cho vay số 16/2015/HĐTDDT-NHPT.SGDI ngày 09 tháng 10 năm 2015,Hợp đồng cho vay số 16/2015/HĐTDDT-NHPT.SGDI ngày 09 tháng 10 năm 2015,Hợp đồng cho vay số 16/2015/HĐTDDT-NHPT.SGDI ngày 09 tháng 10 năm 2015,90.819.513.259,132.819.513.259,135 tháng,Khoản vay chịu lãi suất theo từng lần giải ngân,"Đầu tư các hạng mục xây dựng, thiết bị của dự án Đầu tư dây chuyên sản xuất kính tiết kiệm năng lượng công suất 2,3 triệu m2/năm",Tài sản hình thành sau đầu tư,90819513259.0,132819513259.0,,,,
Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,18.956.165.888,36.556.165.888,,,,,18956165888.0,36556165888.0,,,,
Hợp đồng cho vay số 01/2017/KHDN2/SGD-VIGLACERA ngày 14 tháng 3 năm 2017,Hợp đồng cho vay số 01/2017/KHDN2/SGD-VIGLACERA ngày 14 tháng 3 năm 2017,Hợp đồng cho vay số 01/2017/KHDN2/SGD-VIGLACERA ngày 14 tháng 3 năm 2017,18.956.165.888,36.556.165.888,Thời hạn vay là 60 tháng kể từ ngày giải ngân đầu tiên,"Theo từng lần giải ngân, cụ thể bằng lãi suất tiền gửi 12 tháng bằng Đồng Việt Nam cộng biển độ 2,8%",Đầu tư dự án Đầu tư xây dựng Nhà máy Sử Viglacera Mỹ Xuân,"Toàn bộ bắt động sản bao gồm các tài sản gắn liền trên đất và động sản là phương tiện vận tải, máy móc thiết bị hiện tại và hình thành trong tương lai từ vốn vay và vốn tự có/vốn khác của dự án.",18956165888.0,36556165888.0,,,,
Quỹ bảo vệ Môi trường,Quỹ bảo vệ Môi trường,Quỹ bảo vệ Môi trường,800.000.000,2.400.000.000,,,,,800000000.0,2400000000.0,,,,
Khoản vay Quỹ bảo vệ Môi trường,Khoản vay Quỹ bảo vệ Môi trường,Khoản vay Quỹ bảo vệ Môi trường,800.000.000,2.400.000.000,84 tháng,"3,6%/năm",,Chứng thư bảo lãnh số 01VIGLACERA/2016/VCB của Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Sở giao dịch phát hành ngày 12 tháng 9 năm 2016.,800000000.0,2400000000.0,,,,
