row_label_raw,row_label_full,col_0,Năm nay,Năm nay_1,Năm nay_2,Năm trước,Năm trước_1,Năm trước_2,numeric__Năm nay,numeric__Năm nay_1,numeric__Năm nay_2,numeric__Năm trước,numeric__Năm trước_1,numeric__Năm trước_2
,,,Hoạt động bắt động sản,Hoạt động SXKD khác,VND Tổng,Hoạt động bắt động sản,Hoạt động SXKD khác,VND Tổng,,,,,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,930.867.107.858,218.076.329.583,1.148.943.437.441,588.475.032.808,147.420.441.249,735.895.474.057,930867107858.0,218076329583.0,1148943437441.0,588475032808.0,147420441249.0,735895474057.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,,,,,,,,,,,,
Trừ:,Điều chỉnh cho thu nhập chịu thuế > Trừ:,Trừ:,-,(70.327.437.387),(70.327.437.387),-,(85.043.201.120),(85.043.201.120),,-70327437387.0,-70327437387.0,,-85043201120.0,-85043201120.0
Thu nhập từ chia cổ tức,Điều chỉnh cho thu nhập chịu thuế > Thu nhập từ chia cổ tức,Thu nhập từ chia cổ tức,-,(68.712.641.369),(68.712.641.369),-,(83.787.446.777),(83.787.446.777),,-68712641369.0,-68712641369.0,,-83787446777.0,-83787446777.0
Các khoản khác,Điều chỉnh cho thu nhập chịu thuế > Các khoản khác,Các khoản khác,-,(1.614.796.018),(1.614.796.018),-,(1.255.754.343),(1.255.754.343),,-1614796018.0,-1614796018.0,,-1255754343.0,-1255754343.0
Cộng:,Điều chỉnh cho thu nhập chịu thuế > Cộng:,Cộng:,-,17.869.154.976,17.869.154.976,-,19.963.711.463,19.963.711.463,,17869154976.0,17869154976.0,,19963711463.0,19963711463.0
Chi phí không được trừ khác,Điều chỉnh cho thu nhập chịu thuế > Chi phí không được trừ khác,Chi phí không được trừ khác,-,4.980.814.991,4.980.814.991,-,6.758.518.598,6.758.518.598,,4980814991.0,4980814991.0,,6758518598.0,6758518598.0
Ảnh hưởng của các khoản chênh lệch tạm thời,Điều chỉnh cho thu nhập chịu thuế > Ảnh hưởng của các khoản chênh lệch tạm thời,Ảnh hưởng của các khoản chênh lệch tạm thời,-,12.888.339.985,12.888.339.985,-,13.205.192.865,13.205.192.865,,12888339985.0,12888339985.0,,13205192865.0,13205192865.0
Thu nhập chịu thuế năm hiện hành,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,930.867.107.858,165.618.047.172,1.096.485.155.030,588.475.032.808,82.340.951.592,670.815.984.400,930867107858.0,165618047172.0,1096485155030.0,588475032808.0,82340951592.0,670815984400.0
Thu nhập chịu thuế suất 20%,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế suất 20%,Thu nhập chịu thuế suất 20%,936.387.669.112,157.802.287.645,1.094.189.956.757,567.596.639.876,82.340.951.592,649.937.591.468,936387669112.0,157802287645.0,1094189956757.0,567596639876.0,82340951592.0,649937591468.0
Thu nhập chịu thuế suất 10%,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế suất 10%,Thu nhập chịu thuế suất 10%,(5.520.561.254),3.376.632.618,(2.143.928.636),20.878.392.932,-,20.878.392.932,-5520561254.0,3376632618.0,-2143928636.0,20878392932.0,,20878392932.0
Thu nhập chịu thuế suất 0%,Điều chỉnh cho thu nhập chịu thuế > Thu nhập chịu thuế suất 0%,Thu nhập chịu thuế suất 0%,-,4.439.126.909,4.439.126.909,-,-,-,,4439126909.0,4439126909.0,,,
Chi phí thuế thu nhập doanh nghiệp phát sinh,Điều chỉnh cho thu nhập chịu thuế > Chi phí thuế thu nhập doanh nghiệp phát sinh,Chi phí thuế thu nhập doanh nghiệp phát sinh,187.277.533.822,31.898.120.791,219.175.654.613,115.607.167.268,16.468.190.318,132.075.357.586,187277533822.0,31898120791.0,219175654613.0,115607167268.0,16468190318.0,132075357586.0
Trừ: Số thuế thu nhập doanh nghiệp được miễn giảm,Điều chỉnh cho thu nhập chịu thuế > Trừ: Số thuế thu nhập doanh nghiệp được miễn giảm,Trừ: Số thuế thu nhập doanh nghiệp được miễn giảm,-,(590.009.019),(590.009.019),-,-,-,,-590009019.0,-590009019.0,,,
Chi phí thuế thu nhập doanh nghiệp năm hiện hành,Điều chỉnh cho thu nhập chịu thuế > Chi phí thuế thu nhập doanh nghiệp năm hiện hành,Chi phí thuế thu nhập doanh nghiệp năm hiện hành,187.277.533.822,31.308.111.772,218.585.645.594,115.607.167.268,16.468.190.318,132.075.357.586,187277533822.0,31308111772.0,218585645594.0,115607167268.0,16468190318.0,132075357586.0
