row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Giá vốn của hàng hoá đã bán,Giá vốn của hàng hoá đã bán,Giá vốn của hàng hoá đã bán,1.925.234.439.630,1.587.692.309.475,1925234439630.0,1587692309475.0
Giá vốn bán hàng hóa bất động sản,Giá vốn bán hàng hóa bất động sản,Giá vốn bán hàng hóa bất động sản,575.249.753.559,300.752.702.403,575249753559.0,300752702403.0
"Giá vốn bán các sản phẩm kính, gương","Giá vốn bán các sản phẩm kính, gương","Giá vốn bán các sản phẩm kính, gương",747.150.505.022,715.593.480.473,747150505022.0,715593480473.0
"Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện",599.885.757.754,562.001.464.664,599885757754.0,562001464664.0
"Giá vốn bán các sản phẩm gạch, ngói đất sét nung","Giá vốn bán các sản phẩm gạch, ngói đất sét nung","Giá vốn bán các sản phẩm gạch, ngói đất sét nung",2.948.423.295,5.678.900.299,2948423295.0,5678900299.0
Giá vốn bán hàng khác,Giá vốn bán hàng khác,Giá vốn bán hàng khác,-,3.665.761.636,,3665761636.0
Giá vốn dịch vụ đã cung cấp,Giá vốn dịch vụ đã cung cấp,Giá vốn dịch vụ đã cung cấp,1.867.340.918.026,1.235.298.994.995,1867340918026.0,1235298994995.0
Giá vốn cho thuê đất đã phát triển cơ sở hạ tầng,Giá vốn cho thuê đất đã phát triển cơ sở hạ tầng,Giá vốn cho thuê đất đã phát triển cơ sở hạ tầng,1.595.047.915.621,951.366.307.919,1595047915621.0,951366307919.0
"Giá vốn phí dịch vụ quản lý và vận hành khu công nghiệp, khu đô thị, chung cư","Giá vốn phí dịch vụ quản lý và vận hành khu công nghiệp, khu đô thị, chung cư","Giá vốn phí dịch vụ quản lý và vận hành khu công nghiệp, khu đô thị, chung cư",265.250.648.491,257.957.194.034,265250648491.0,257957194034.0
Giá vốn dịch vụ khác,Giá vốn dịch vụ khác,Giá vốn dịch vụ khác,7.042.353.914,25.975.493.042,7042353914.0,25975493042.0
Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,-,1.876.201.895,,1876201895.0
Trích lập dự phòng,Trích lập dự phòng,Trích lập dự phòng,61.123.099.856,10.939.598.104,61123099856.0,10939598104.0
,,,3.853.698.457.512,2.835.807.104.469,3853698457512.0,2835807104469.0
