row_label_raw,row_label_full,Chỉ tiêu,Mã số,Số đã báo cáo VND,Trình bày lại VND,Số sau trình bày lại VND,Ghi chú,numeric__Mã số,numeric__Số đã báo cáo VND,numeric__Trình bày lại VND,numeric__Số sau trình bày lại VND,numeric__Ghi chú
Khấu hao tài sản cố định và bắt động sản đầu tư,Khấu hao tài sản cố định và bắt động sản đầu tư,Khấu hao tài sản cố định và bắt động sản đầu tư,02,272.757.435.453,717.543.561.786,990.300.997.239,(i),2.0,272757435453.0,717543561786.0,990300997239.0,
"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp","Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp","Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp",11,1.388.368.891.958,(717.543.561.786),670.825.330.172,(i),11.0,1388368891958.0,-717543561786.0,670825330172.0,
