row_label_raw,row_label_full,col_0,Số phải thu đầu nămVND,Số phải nộp đầu năm(Trình bày lại)VND,Số phải nộp/thu trong nămVND,Số đã nộp/thu trong nămVND,Số phải thu cuối nămVND,Số phải nộp cuối nămVND,numeric__Số phải thu đầu nămVND,numeric__Số phải nộp đầu năm(Trình bày lại)VND,numeric__Số phải nộp/thu trong nămVND,numeric__Số đã nộp/thu trong nămVND,numeric__Số phải thu cuối nămVND,numeric__Số phải nộp cuối nămVND
Thuế giả trị gia tăng,Thuế giả trị gia tăng,Thuế giả trị gia tăng,47.237.101.207,15.589.248.501,251.252.910.290,179.846.432.148,5.823.924.535,45.582.549.971,47237101207.0,15589248501.0,251252910290.0,179846432148.0,5823924535.0,45582549971.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,169.923.163,92.460.611.898,218.324.922.116,257.103.190.381,10.432.916.691,63.945.337.161,169923163.0,92460611898.0,218324922116.0,257103190381.0,10432916691.0,63945337161.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,5.204.900.158,20.544.965.227,22.227.799.133,-,3.522.066.252,,5204900158.0,20544965227.0,22227799133.0,,3522066252.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,60.145.095,-,25.972.232.906,25.972.232.906,60.145.095,-,60145095.0,,25972232906.0,25972232906.0,60145095.0,
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,2.696.739,1.063.423.178,1.054.144.405,-,11.975.512,,2696739.0,1063423178.0,1054144405.0,,11975512.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,64.000.000,30.786.714.469,4.764.328.880,4.807.286.287,63.000.000,30.742.757.062,64000000.0,30786714469.0,4764328880.0,4807286287.0,63000000.0,30742757062.0
,,,47.531.169.465,144.044.171.765,521.922.782.597,491.011.085.260,16.379.986.321,143.804.685.958,47531169465.0,144044171765.0,521922782597.0,491011085260.0,16379986321.0,143804685958.0
