row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,440.123.992,324.119.295,,,440123992.0,324119295.0
210,210,210,I. Các khoản phải thu dài hạn,,82.564.248,8.237.482,,,82564248.0,8237482.0
211,211,211,1. Phải thu dài hạn của khách hàng,7.1,1.631.637,981.892,,71.0,1631637.0,981892.0
215,215,215,2. Phải thu về cho vay dài hạn,8.2,23.359.127,1.147.876,,82.0,23359127.0,1147876.0
216,216,216,3. Phải thu dài hạn khác,9,57.573.484,6.107.714,,9.0,57573484.0,6107714.0
220,220,220,II. Tài sản cố định,,182.943.333,160.409.312,,,182943333.0,160409312.0
221,221,221,1. Tài sản cố định hữu hình,14,145.305.970,128.273.500,,14.0,145305970.0,128273500.0
222,222,222,Nguyên giá,,196.866.872,167.373.689,,,196866872.0,167373689.0
223,223,223,Giá trị khấu hao lũy kế,,(51.560.902),(39.100.189),,,-51560902.0,-39100189.0
224,224,224,2. Tài sản cố định thuê tài chính,,226.253,205.113,,,226253.0,205113.0
225,225,225,Nguyên giá,,386.311,219.356,,,386311.0,219356.0
226,226,226,Giá trị khấu hao lũy kế,,(160.058),(14.243),,,-160058.0,-14243.0
227,227,227,3. Tài sản cố định vô hình,15,37.411.110,31.930.699,,15.0,37411110.0,31930699.0
228,228,228,Nguyên giá,,61.376.309,49.248.279,,,61376309.0,49248279.0
229,229,229,Giá trị hao mòn lũy kế,,(23.965.199),(17.317.580),,,-23965199.0,-17317580.0
230,230,230,III. Bất động sản đầu tư,16,13.033.418,37.538.324,,16.0,13033418.0,37538324.0
231,231,231,1. Nguyên giá,,16.005.296,49.104.181,,,16005296.0,49104181.0
232,232,232,2. Giá trị khấu hao lũy kế,,(2.971.878),(11.565.857),,,-2971878.0,-11565857.0
240,240,240,IV. Tài sản dở dang dài hạn,,113.358.029,93.511.565,,,113358029.0,93511565.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,18,113.358.029,93.511.565,,18.0,113358029.0,93511565.0
250,250,250,V. Đầu tư tài chính dài hạn,19,27.060.860,14.605.235,,19.0,27060860.0,14605235.0
252,252,252,"1. Đầu tư vào công ty liên kết, liên doanh",19.1,9.221.746,1.539.089,,191.0,9221746.0,1539089.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,19.2,19.388.427,13.892.460,,192.0,19388427.0,13892460.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,19.2,(1.588.779),(826.314),,192.0,-1588779.0,-826314.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,39.466,-,,,39466.0,
260,260,260,VI. Tài sản dài hạn khác,,21.164.104,9.817.377,,,21164104.0,9817377.0
261,261,261,1. Chi phí trả trước dài hạn,12,8.641.393,6.195.116,,12.0,8641393.0,6195116.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,36.3,2.430.622,1.262.502,,363.0,2430622.0,1262502.0
268,268,268,3. Tài sản dài hạn khác,13,5.574.675,1.867.134,,13.0,5574675.0,1867134.0
269,269,269,4. Lợi thế thương mại,20,4.517.414,492.625,,20.0,4517414.0,492625.0
270,270,270,TỔNG CỘNG TÀI SẢN,,836.603.903,667.655.767,,,836603903.0,667655767.0
