row_label_raw,row_label_full,Thông tin lưu chuyển tiền tệ từ hợp nhất kinh doanh,Thông tin lưu chuyển tiền tệ từ hợp nhất kinh doanh_1,numeric__Thông tin lưu chuyển tiền tệ từ hợp nhất kinh doanh_1
Tiền thu về từ hợp nhất kinh doanh,Tiền thu về từ hợp nhất kinh doanh,Tiền thu về từ hợp nhất kinh doanh,67.960,67960.0
Tiền chi để hợp nhất kinh doanh đến ngày 31 tháng 12 năm 2024,Tiền chi để hợp nhất kinh doanh đến ngày 31 tháng 12 năm 2024,Tiền chi để hợp nhất kinh doanh đến ngày 31 tháng 12 năm 2024,(10.319.329),-10319329.0
Lưu chuyển tiền thuần sử dụng vào nghiệp vụ hợp nhất kinh doanh,Lưu chuyển tiền thuần sử dụng vào nghiệp vụ hợp nhất kinh doanh,Lưu chuyển tiền thuần sử dụng vào nghiệp vụ hợp nhất kinh doanh,(10.251.369),-10251369.0
