row_label_raw,row_label_full,Bên cho vay/thu xếp tín dụng > Các bên thu xếp tín dụng của khoản vay hợp vốn 6Trong đó: vay dài hạn đến hạn trả,Số cuối năm > Nguyên tệ > USD,Số cuối năm > Triệu VND > 6.190.244,Ngày đáo hạn > Từ tháng 11 năm 2025 đến tháng 11 năm 2026,Tài sản đảm bảo > (ii),numeric__Số cuối năm > Nguyên tệ > USD,numeric__Số cuối năm > Triệu VND > 6.190.244,numeric__Ngày đáo hạn > Từ tháng 11 năm 2025 đến tháng 11 năm 2026,numeric__Tài sản đảm bảo > (ii)
Các bên thu xếp tín dụng của khoản vay hợp vốn 6Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 6Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 6Trong đó: vay dài hạn đến hạn trả,USD,3.238.628,,,,3238628.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 7,Các bên thu xếp tín dụng của khoản vay hợp vốn 7,Các bên thu xếp tín dụng của khoản vay hợp vốn 7,USD,1.663.406,Tháng 3 năm 2028,(ii),,1663406.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 8Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 8Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 8Trong đó: vay dài hạn đến hạn trả,VND,768.906,Từ tháng 4 năm 2025 đến tháng 4 năm 2028,(ii),,768906.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 8Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 8Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 8Trong đó: vay dài hạn đến hạn trả,VND,124.688,,,,124688.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 9Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 9Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 9Trong đó: vay dài hạn đến hạn trả,VND,730.000,Từ tháng 1 năm 2025 đến tháng 11 năm 2026,(ii),,730000.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 9Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 9Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 9Trong đó: vay dài hạn đến hạn trả,VND,146.000,,,,146000.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 10Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 10Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 10Trong đó: vay dài hạn đến hạn trả,USD,5.150.644,Từ tháng 2 năm 2025 đến tháng 11 năm 2026,(ii),,5150644.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 10Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 10Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 10Trong đó: vay dài hạn đến hạn trả,USD,839.372,,,,839372.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 11,Các bên thu xếp tín dụng của khoản vay hợp vốn 11,Các bên thu xếp tín dụng của khoản vay hợp vốn 11,USD,4.914.804,Tháng 11 năm 2027,(ii),,4914804.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 12Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 12Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 12Trong đó: vay dài hạn đến hạn trả,USD,2.780.589,Từ tháng 5 năm 2025 đến tháng 11 năm 2028,(ii),,2780589.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 12Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 12Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 12Trong đó: vay dài hạn đến hạn trả,USD,394.886,,,,394886.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 13Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 13Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 13Trong đó: vay dài hạn đến hạn trả,VND,471.210,Từ tháng 5 năm 2025 đến tháng 11 năm 2028,(ii),,471210.0,,
Các bên thu xếp tín dụng của khoản vay hợp vốn 13Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 13Trong đó: vay dài hạn đến hạn trả,Các bên thu xếp tín dụng của khoản vay hợp vốn 13Trong đó: vay dài hạn đến hạn trả,VND,66.342,,,,66342.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,94.541.031,,,,94541031.0,,
Trong đó:Vay dài hạn,Trong đó:Vay dài hạn,Trong đó:Vay dài hạn,,77.403.555,,,,77403555.0,,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,,17.137.476,,,,17137476.0,,
