row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
"Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Địa Ốc Xanh (""Công ty Địa Ốc Xanh"")","Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Địa Ốc Xanh (""Công ty Địa Ốc Xanh"")","Công ty TNHH Đầu tư Kinh doanh và Phát triển Thương mại Địa Ốc Xanh (""Công ty Địa Ốc Xanh"")",Cổ đông lớn của Công ty con,Lãi đi vay,111.369,-,,,111369.0,
Asian Star Trading & Investment,Asian Star Trading & Investment,Asian Star Trading & Investment,Chịu sự kiểm soát chung,Tài trợ cho Công ty con của Tập đoàn,-,1.668.005,,,,1668005.0
"Công ty Cổ phần Quản lý và Đầu tư Bất động sản VMI (""Công ty VMI"")","Công ty Cổ phần Quản lý và Đầu tư Bất động sản VMI (""Công ty VMI"")","Công ty Cổ phần Quản lý và Đầu tư Bất động sản VMI (""Công ty VMI"")",Chịu sự kiểm soát chung,Doanh thu từ chuyển nhượng bất động sản,-,1.522.030,,,,1522030.0
Cá nhân số 4,Cá nhân số 4,Cá nhân số 4,Thành viên mật thiết trong gia đình của cá nhân quản lý Tập đoàn,Phải thu liên quan đến chuyển nhượng cổ phần,-,1.782.000,,,,1782000.0
Cá nhân số 5,Cá nhân số 5,Cá nhân số 5,Thành viên HĐQT một công ty con,Doanh thu từ chuyển nhượng bất động sản,-,226.205,,,,226205.0
Cá nhân số 6,Cá nhân số 6,Cá nhân số 6,Thành viên HĐQT một công ty con,Doanh thu từ chuyển nhượng bất động sản,-,195.866,,,,195866.0
Cá nhân số 7,Cá nhân số 7,Cá nhân số 7,Phó chủ tịch HĐQT Tập đoàn,Phải thu liên quan đến chuyển nhượng cổ phần,-,404.250,,,,404250.0
Cá nhân số 3,Cá nhân số 3,Cá nhân số 3,Thành viên mật thiết trong gia đình của cá nhân quản lý công ty con,Phải trả liên quan đến nhận chuyển nhượng cổ phần,-,483.000,,,,483000.0
