row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi sổ,Số đầu năm > Giá gốc,Số đầu năm > Giá trị ghi sổ,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi sổ,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị ghi sổ
Cổ phần (i),Cổ phần (i),Cổ phần (i),1.500.000,1.500.000,-,-,1500000.0,1500000.0,,
Các khoảnđầu tư khác (ii),Các khoảnđầu tư khác (ii),Các khoảnđầu tư khác (ii),2.128.250,2.128.250,-,-,2128250.0,2128250.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.628.250,3.628.250,-,-,3628250.0,3628250.0,,
