row_label_raw,row_label_full,Số đầu năm,Năm nay > 93.511.565,Năm trước > 105.708.010,numeric__Năm nay > 93.511.565,numeric__Năm trước > 105.708.010
Tăng do mua công ty con,Tăng do mua công ty con,Tăng do mua công ty con,2.189.462,1.298.460,2189462.0,1298460.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,58.355.865,52.704.415,58355865.0,52704415.0
Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),Chuyển sang tài sản cố định hữu hình(Thuyết minh số 14),(19.266.360),(39.729.971),-19266360.0,-39729971.0
Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),Chuyển sang tài sản cố định vô hình(Thuyết minh số 15),(12.550.815),(18.239.521),-12550815.0,-18239521.0
Chuyển sang bắt động sản đầu tư(Thuyết minh số 16),Chuyển sang bắt động sản đầu tư(Thuyết minh số 16),Chuyển sang bắt động sản đầu tư(Thuyết minh số 16),(4.673.299),(962.110),-4673299.0,-962110.0
Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,(1.303.321),(5.331.089),-1303321.0,-5331089.0
Giảm do bán công ty con,Giảm do bán công ty con,Giảm do bán công ty con,(1.029.420),(94.249),-1029420.0,-94249.0
Khác,Khác,Khác,(1.875.648),(1.842.380),-1875648.0,-1842380.0
Số cuối năm,Số cuối năm,Số cuối năm,113.358.029,93.511.565,113358029.0,93511565.0
