row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Trích trước chi phí xây dựng bắt động sản, các tài sản khác và trích trước chi phí phát triển các bắt động sản đã được bàn giao","Ngắn hạn > Trích trước chi phí xây dựng bắt động sản, các tài sản khác và trích trước chi phí phát triển các bắt động sản đã được bàn giao","Trích trước chi phí xây dựng bắt động sản, các tài sản khác và trích trước chi phí phát triển các bắt động sản đã được bàn giao",42.613.023,37.400.049,42613023.0,37400049.0
Chi phí bán hàng trích trước (i),Ngắn hạn > Chi phí bán hàng trích trước (i),Chi phí bán hàng trích trước (i),11.528.233,6.017.651,11528233.0,6017651.0
"Chi phí lãi vay, lãi cọc từ hợp đồng hợp tác trích trước","Ngắn hạn > Chi phí lãi vay, lãi cọc từ hợp đồng hợp tác trích trước","Chi phí lãi vay, lãi cọc từ hợp đồng hợp tác trích trước",3.337.283,4.180.882,3337283.0,4180882.0
Lợi nhuận cam kết trích trước theo chương trình quản lý biệt thụ và cần hộ khách sạn,Ngắn hạn > Lợi nhuận cam kết trích trước theo chương trình quản lý biệt thụ và cần hộ khách sạn,Lợi nhuận cam kết trích trước theo chương trình quản lý biệt thụ và cần hộ khách sạn,-,1.715.695,,1715695.0
Các khoản chi phí phải trả khác,Ngắn hạn > Các khoản chi phí phải trả khác,Các khoản chi phí phải trả khác,4.101.542,2.861.612,4101542.0,2861612.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,61.580.081,52.175.889,61580081.0,52175889.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả cho bên liên quan(Thuyết minh số 37.2),Trong đó: > Chi phí phải trả cho bên liên quan(Thuyết minh số 37.2),Chi phí phải trả cho bên liên quan(Thuyết minh số 37.2),280.667,-,280667.0,
Chi phí phải trả cho các đối tác khác,Trong đó: > Chi phí phải trả cho các đối tác khác,Chi phí phải trả cho các đối tác khác,61.299.414,52.175.889,61299414.0,52175889.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay trích trước,Dài hạn > Chi phí lãi vay trích trước,Chi phí lãi vay trích trước,308.780,451.004,308780.0,451004.0
Các khoản chi phí phải trả khác,Dài hạn > Các khoản chi phí phải trả khác,Các khoản chi phí phải trả khác,339.477,128.182,339477.0,128182.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,648.257,579.186,648257.0,579186.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí phải trả cho bên liên quan(Thuyết minh số 37.2),Trong đó: > Chi phí phải trả cho bên liên quan(Thuyết minh số 37.2),Chi phí phải trả cho bên liên quan(Thuyết minh số 37.2),55.318,-,55318.0,
Chi phí phải trả cho các đối tác khác,Trong đó: > Chi phí phải trả cho các đối tác khác,Chi phí phải trả cho các đối tác khác,592.939,579.186,592939.0,579186.0
