row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Số cuối nămTriệu VND,Lãi suất%/năm,Ngày đáo hạn,Tài sảnđảm bảo,numeric__Mối quan hệ,numeric__Số cuối nămTriệu VND,numeric__Lãi suất%/năm,numeric__Ngày đáo hạn,numeric__Tài sảnđảm bảo
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,
Công ty Địa ÓcXanh,Vay dài hạn > Công ty Địa ÓcXanh,Công ty Địa ÓcXanh,Cổ đông lớn củaCông ty con,776.000,11%,Tháng 7 năm 2026,Không,,776000.0,0.11,,
Công ty Genestory,Vay dài hạn > Công ty Genestory,Công ty Genestory,Công ty liên kết,20.153,12%,Tháng 5 đến tháng 6năm 2026,Không,,20153.0,0.12,,
,,,,796.153,,,,,796153.0,,,
