row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu từ chuyển nhượng bất động sản,Ngắn hạn > Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,13.451.812,14.075.813,13451812.0,14075813.0
Phải thu từ bán hàng sản xuất và các hoạt động liên quan,Ngắn hạn > Phải thu từ bán hàng sản xuất và các hoạt động liên quan,Phải thu từ bán hàng sản xuất và các hoạt động liên quan,9.346.581,3.056.032,9346581.0,3056032.0
Phải thu từ dịch vụ môi giới bất động sản và các dịch vụ liên quan,Ngắn hạn > Phải thu từ dịch vụ môi giới bất động sản và các dịch vụ liên quan,Phải thu từ dịch vụ môi giới bất động sản và các dịch vụ liên quan,1.920.030,90.622,1920030.0,90622.0
Phải thu từ hoạt động tổng thầu xây dựng và các dịch vụ liên quan,Ngắn hạn > Phải thu từ hoạt động tổng thầu xây dựng và các dịch vụ liên quan,Phải thu từ hoạt động tổng thầu xây dựng và các dịch vụ liên quan,1.836.591,1.365.582,1836591.0,1365582.0
Phải thu từ cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Ngắn hạn > Phải thu từ cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Phải thu từ cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,590.546,1.052.197,590546.0,1052197.0
"Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Ngắn hạn > Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan","Phải thu từ cung cấp dịch vụ khách sạn, du lịch, vui chơi giải trí và các dịch vụ liên quan",362.919,292.285,362919.0,292285.0
Phải thu từ cung cấp dịch vụ y tế và các dịch vụ liên quan,Ngắn hạn > Phải thu từ cung cấp dịch vụ y tế và các dịch vụ liên quan,Phải thu từ cung cấp dịch vụ y tế và các dịch vụ liên quan,353.562,404.096,353562.0,404096.0
Phải thu từ chuyển nhượng cổ phần và phần vốn góp,Ngắn hạn > Phải thu từ chuyển nhượng cổ phần và phần vốn góp,Phải thu từ chuyển nhượng cổ phần và phần vốn góp,167.442,4.347.818,167442.0,4347818.0
Phải thu từ thanh lý tài sản cho bên liên quan,Ngắn hạn > Phải thu từ thanh lý tài sản cho bên liên quan,Phải thu từ thanh lý tài sản cho bên liên quan,-,1.642.446,,1642446.0
Phải thu khác,Ngắn hạn > Phải thu khác,Phải thu khác,1.051.433,1.146.607,1051433.0,1146607.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,29.080.916,27.473.498,29080916.0,27473498.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ bên liên quan(Thuyết minh số 37.2),Trong đó: > Phải thu ngắn hạn từ bên liên quan(Thuyết minh số 37.2),Phải thu ngắn hạn từ bên liên quan(Thuyết minh số 37.2),4.229.083,5.088.408,4229083.0,5088408.0
Phải thu ngắn hạn khách hàng khác,Trong đó: > Phải thu ngắn hạn khách hàng khác,Phải thu ngắn hạn khách hàng khác,24.851.833,22.385.090,24851833.0,22385090.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu từ các hợp đồng cho thuê tài chính pin xe điện và các hoạt động liên quan,Dài hạn > Phải thu từ các hợp đồng cho thuê tài chính pin xe điện và các hoạt động liên quan,Phải thu từ các hợp đồng cho thuê tài chính pin xe điện và các hoạt động liên quan,1.631.637,731.430,1631637.0,731430.0
Phải thu từ cho thuê bất động sản đầu tư,Dài hạn > Phải thu từ cho thuê bất động sản đầu tư,Phải thu từ cho thuê bất động sản đầu tư,-,250.462,,250462.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.631.637,981.892,1631637.0,981892.0
Dự phòng phải thu khó đòi,Dài hạn > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(251.512),(564.099),-251512.0,-564099.0
