row_label_raw,row_label_full,col_0,Chức danh,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Chức danh,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Ông Nguyễn Việt Quang,Ông Nguyễn Việt Quang,Ông Nguyễn Việt Quang,Tổng Giám đốc,11.128,11.125,,11128.0,11125.0
Các thành viên quản lý khác,Các thành viên quản lý khác,Các thành viên quản lý khác,,41.873,42.286,,41873.0,42286.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,53.001,53.411,,53001.0,53411.0
