row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: triệu VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: triệu VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: triệu VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,45.035.056,34.874.264,45035056.0,34874264.0
- Một đối tác doanh nghiệp (*),- Một đối tác doanh nghiệp (*),- Một đối tác doanh nghiệp (*),8.233.881,5.380.440,8233881.0,5380440.0
- Phải trả bên liên quan (Thuyết minh số 37.2),- Phải trả bên liên quan (Thuyết minh số 37.2),- Phải trả bên liên quan (Thuyết minh số 37.2),561.366,-,561366.0,
- Phải trả các nhà cung cấp khác,- Phải trả các nhà cung cấp khác,- Phải trả các nhà cung cấp khác,36.239.809,29.493.824,36239809.0,29493824.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,45.035.056,34.874.264,45035056.0,34874264.0
