row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Quỹ Thiện Tâm,Quỹ Thiện Tâm,Quỹ Thiện Tâm,Chịu sự kiểm soát chung,Doanh thu từ cung cấp dịch vụ,42.921,176.696,,,42921.0,176696.0
"Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")",Chịu sự kiểm soát chung,Nhận đặt cọc chuyển nhượng dự án bất động sản,194.100,-,,,194100.0,
"Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")",Chịu sự kiểm soát chung,Tài trợ cho công ty con của Tập đoàn,74.904,-,,,74904.0,
"Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")",Chịu sự kiểm soát chung,"Mua dịch vụ thuê văn phòng, khách sạn và tư vấn",164.984,175.437,,,164984.0,175437.0
"Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")",Chịu sự kiểm soát chung,"Doanh thu liên quan đến cung cấp dịch vụ, hàng hóa",121.437,128.904,,,121437.0,128904.0
"Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")","Công ty Cổ phần Tập đoàn Đầu tư Việt Nam (""Tập đoàn Đầu tư Việt Nam"")",Chịu sự kiểm soát chung,Phải thu từ chuyển nhượng cổ phần,-,792.330,,,,792330.0
Công ty GSM,Công ty GSM,Công ty GSM,Chịu sự kiểm soát chung,Doanh thu từ bán hàng,12.949.031,18.969.175,,,12949031.0,18969175.0
Công ty GSM,Công ty GSM,Công ty GSM,Chịu sự kiểm soát chung,Góp vốn,602.632,297.368,,,602632.0,297368.0
Công ty GSM,Công ty GSM,Công ty GSM,Chịu sự kiểm soát chung,Lãi phạt chậm trả,245.817,143.856,,,245817.0,143856.0
"PT XanhSM Green and Smart Mobility Indonesia (""Công ty GSM Indonesia"")","PT XanhSM Green and Smart Mobility Indonesia (""Công ty GSM Indonesia"")","PT XanhSM Green and Smart Mobility Indonesia (""Công ty GSM Indonesia"")",Chịu sự kiểm soát chung,Doanh thu từ bán hàng,1.698.465,-,,,1698465.0,
"Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")","Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")","Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")",Chịu sự kiểm soát chung,Phải thu từ chi hộ,398.554,-,,,398554.0,
"Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")","Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")","Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")",Chịu sự kiểm soát chung,Chi phí trạm sạc liên quan đến chương trình miễn phí trạm sạc cho khách hàng mua xe điện,211.875,-,,,211875.0,
"Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")","Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")","Công ty Cổ Phần Phát triển Trạm sạc V-Green (""Công ty V-Green"")",Chịu sự kiểm soát chung,Doanh thu từ hợp đồng hợp tác kinh doanh,55.298,-,,,55298.0,
Công ty V-G,Công ty V-G,Công ty V-G,Công ty liên doanh,Doanh thu từ hợp đồng xây dựng,213.639,209.526,,,213639.0,209526.0
Công ty V-G,Công ty V-G,Công ty V-G,Công ty liên doanh,Góp vốn,-,1.039.033,,,,1039033.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty liên kết,Nhân đặt cọc chuyển nhượng dự án bất động sản,6.815.311,(*),,,6815311.0,
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty liên kết,Nhân đặt cọc từ hợp đồng hợp tác đầu tư,2.011.724,(*),,,2011724.0,
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty liên kết,Lãi cọc hợp đồng hợp tác đầu tư,637.798,(*),,,637798.0,
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty liên kết,Doanh thu từ chia sẻ lợi nhuận hợp đồng hợp tác đầu tư,212.356,(*),,,212356.0,
