row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2024 > Tổng khoản thanh toán tiền thuê tối thiểu,Ngày 31 tháng 12 năm 2024 > Lãi thuê tài chính,Ngày 31 tháng 12 năm 2024 > Giá trị hiện tại của khoản thanh toán,Ngày 31 tháng 12 năm 2023 > Tổng khoản thanh toán tiền thuê tối thiểu,Ngày 31 tháng 12 năm 2023 > Lãi thuê tài chính,Ngày 31 tháng 12 năm 2023 > Giá trị hiện tại của khoản thanh toán,numeric__Ngày 31 tháng 12 năm 2024 > Tổng khoản thanh toán tiền thuê tối thiểu,numeric__Ngày 31 tháng 12 năm 2024 > Lãi thuê tài chính,numeric__Ngày 31 tháng 12 năm 2024 > Giá trị hiện tại của khoản thanh toán,numeric__Ngày 31 tháng 12 năm 2023 > Tổng khoản thanh toán tiền thuê tối thiểu,numeric__Ngày 31 tháng 12 năm 2023 > Lãi thuê tài chính,numeric__Ngày 31 tháng 12 năm 2023 > Giá trị hiện tại của khoản thanh toán
Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,Phải thu cho thuê tài chính ngắn hạn,,,,,,
Dưới 1 năm,Phải thu cho thuê tài chính ngắn hạn > Dưới 1 năm,Dưới 1 năm,199.350,64.637,134.713,107.553,20.001,87.552,199350.0,64637.0,134713.0,107553.0,20001.0,87552.0
Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,Phải thu cho thuê tài chính dài hạn,,,,,,
Trên 1 đến 5 năm,Phải thu cho thuê tài chính dài hạn > Trên 1 đến 5 năm,Trên 1 đến 5 năm,797.400,198.532,598.868,430.213,113.845,316.368,797400.0,198532.0,598868.0,430213.0,113845.0,316368.0
Trên 5 năm,Phải thu cho thuê tài chính dài hạn > Trên 5 năm,Trên 5 năm,442.176,16.303,425.873,322.353,18.057,304.296,442176.0,16303.0,425873.0,322353.0,18057.0,304296.0
TỔNG CỘNG,Phải thu cho thuê tài chính dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.438.926,279.472,1.159.454,860.119,151.903,708.216,1438926.0,279472.0,1159454.0,860119.0,151903.0,708216.0
