row_label_raw,row_label_full,col_0,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,16.738.706,13.769.352,16738706.0,13769352.0
Thuế TNDN tính theo thuế suất 20%,Thuế TNDN tính theo thuế suất 20%,Thuế TNDN tính theo thuế suất 20%,3.347.741,2.753.870,3347741.0,2753870.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận liên quan đến lỗ thuế của các công ty con,Các khoản điều chỉnh: > Tài sản thuế thu nhập hoãn lại chưa được ghi nhận liên quan đến lỗ thuế của các công ty con,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận liên quan đến lỗ thuế của các công ty con,4.494.350,3.415.231,4494350.0,3415231.0
Chi phí lãi vay không được trừ,Các khoản điều chỉnh: > Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,3.958.620,3.580.007,3958620.0,3580007.0
Chi phí tài trợ không được trừ,Các khoản điều chỉnh: > Chi phí tài trợ không được trừ,Chi phí tài trợ không được trừ,2.415.437,80.458,2415437.0,80458.0
Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,Các khoản điều chỉnh: > Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,Điều chỉnh lãi/lỗ phát sinh trên báo cáo hợp nhất từ các giao dịch chuyển nhượng vốn,2.137.912,1.488.433,2137912.0,1488433.0
Doanh thu chưa thực hiện từ bảo hành mở rộng và chi phí bảo hành không được trừ,Các khoản điều chỉnh: > Doanh thu chưa thực hiện từ bảo hành mở rộng và chi phí bảo hành không được trừ,Doanh thu chưa thực hiện từ bảo hành mở rộng và chi phí bảo hành không được trừ,746.578,432.558,746578.0,432558.0
Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,Các khoản điều chỉnh: > Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,Điều chỉnh thu nhập/chi phí trên báo cáo hợp nhất phát sinh từ giao dịch mua nhóm tài sản và hợp nhất kinh doanh,347.695,90.909,347695.0,90909.0
"Chi phí phát vi phạm hành chính, phát chậm nộp thuế không được trừ","Các khoản điều chỉnh: > Chi phí phát vi phạm hành chính, phát chậm nộp thuế không được trừ","Chi phí phát vi phạm hành chính, phát chậm nộp thuế không được trừ",208.196,286.448,208196.0,286448.0
Lợi thế thương mại phân bổ trên báo cáo tài chính hợp nhất,Các khoản điều chỉnh: > Lợi thế thương mại phân bổ trên báo cáo tài chính hợp nhất,Lợi thế thương mại phân bổ trên báo cáo tài chính hợp nhất,104.760,51.693,104760.0,51693.0
Các khoản khác,Các khoản điều chỉnh: > Các khoản khác,Các khoản khác,1.510.992,(39.885),1510992.0,-39885.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(4.359.850),(783.119),-4359850.0,-783119.0
Hoàn nhập ảnh hưởng dự phòng đầu tư vào công ty con,Các khoản điều chỉnh: > Hoàn nhập ảnh hưởng dự phòng đầu tư vào công ty con,Hoàn nhập ảnh hưởng dự phòng đầu tư vào công ty con,(1.659.823),548.735,-1659823.0,548735.0
Điều chỉnh chi phí lãi vay không được trừ của các năm trước vào năm nay,Các khoản điều chỉnh: > Điều chỉnh chi phí lãi vay không được trừ của các năm trước vào năm nay,Điều chỉnh chi phí lãi vay không được trừ của các năm trước vào năm nay,(1.789.960),(192.047),-1789960.0,-192047.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,11.462.648,11.713.291,11462648.0,11713291.0
