row_label_raw,row_label_full,col_0,Chức danh,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Chức danh,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Ông Nguyễn Thế Anh,Ông Nguyễn Thế Anh,Ông Nguyễn Thế Anh,Trường ban,2.201,2.014,,2201.0,2014.0
Các thành viên Ban kiểm soát khác,Các thành viên Ban kiểm soát khác,Các thành viên Ban kiểm soát khác,,662,570,,662.0,570.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,2.863,2.584,,2863.0,2584.0
