row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,1.132.905,486.657,1132905.0,486657.0
- Bằng VND,- Bằng VND,- Bằng VND,443.339,12.427,443339.0,12427.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,689.566,474.230,689566.0,474230.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,33.012.700,43.411.785,33012700.0,43411785.0
- Bằng VND,- Bằng VND,- Bằng VND,31.960.700,33.980.485,31960700.0,33980485.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.052.000,9.431.300,1052000.0,9431300.0
,,,34.145.605,43.898.442,34145605.0,43898442.0
Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,,
Bằng VND,Cho vay các tổ chức tín dụng khác > Bằng VND,Bằng VND,-,449.633,,449633.0
,,,-,449.633,,449633.0
,,,34.145.605,44.348.075,34145605.0,44348075.0
