row_label_raw,row_label_full,Phân loại,Dư nợ cho vay Triệu đồng,Dự phòng cụ thể (*) Triệu đồng,Dự phòng chung Triệu đồng,Tổng số dự phòng Triệu đồng,numeric__Dư nợ cho vay Triệu đồng,numeric__Dự phòng cụ thể (*) Triệu đồng,numeric__Dự phòng chung Triệu đồng,numeric__Tổng số dự phòng Triệu đồng
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,112.024.831,-,840.186,840.186,112024831.0,,840186.0,840186.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,869.441,19.683,6.521,26.204,869441.0,19683.0,6521.0,26204.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,177.703,18.394,1.333,19.727,177703.0,18394.0,1333.0,19727.0
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,250.317,21.925,1.877,23.802,250317.0,21925.0,1877.0,23802.0
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,569.081,290.159,-,290.159,569081.0,290159.0,,290159.0
,,,113.891.373,350.161,849.917,1.200.078,113891373.0,350161.0,849917.0,1200078.0
