row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025Đồng,Ngày 31 tháng 12năm 2024Đồng,numeric__Ngày 31 tháng 12năm 2025Đồng,numeric__Ngày 31 tháng 12năm 2024Đồng
USD,USD,USD,26.300,25.490,26300.0,25490.0
EUR,EUR,EUR,30.860,26.578,30860.0,26578.0
GBP,GBP,GBP,35.323,31.993,35323.0,31993.0
JPY,JPY,JPY,168,163,168.0,163.0
AUD,AUD,AUD,17.570,15.870,17570.0,15870.0
CAD,CAD,CAD,19.356,17.763,19356.0,17763.0
NZD,NZD,NZD,15.172,14.379,15172.0,14379.0
SGD,SGD,SGD,20.431,18.763,20431.0,18763.0
CHF,CHF,CHF,31.558,28.247,31558.0,28247.0
HKD,HKD,HKD,3.372,3.283,3372.0,3283.0
