row_label_raw,row_label_full,Số cuối năm > Số cổ phần,Số cuối năm > Giá trị mênh giá Triệu đồng,Số cuối năm > Tỷ lệ sở hữu %,Số đầu năm > Số cổ phần,Số đầu năm > Giá trị mênh giá Triệu đồng,Số đầu năm > Tỷ lệ sở hữu %,numeric__Số cuối năm > Giá trị mênh giá Triệu đồng,numeric__Số cuối năm > Tỷ lệ sở hữu %,numeric__Số đầu năm > Số cổ phần,numeric__Số đầu năm > Giá trị mênh giá Triệu đồng,numeric__Số đầu năm > Tỷ lệ sở hữu %
169.683.552,169.683.552,169.683.552,1.696.836,"16,39",169.683.552,1.696.836,"16,39",1696836.0,16.39,169683552.0,1696836.0,16.39
132.264.340,132.264.340,132.264.340,1.322.643,"12,78",132.264.340,1.322.643,"12,78",1322643.0,12.78,132264340.0,1322643.0,12.78
733.088.870,733.088.870,733.088.870,10.350.368,"70,83",733.088.870,10.350.368,"70,83",10350368.0,70.83,733088870.0,10350368.0,70.83
1.035.036.762,1.035.036.762,1.035.036.762,13.369.847,100,1.035.036.762,13.369.847,100,13369847.0,100.0,1035036762.0,13369847.0,100.0
