row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,,
Các khoản phải trả công nhân viên,Các khoản phải trả nội bộ > Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,204.974,55.509,204974.0,55509.0
Quỹ khen thưởng và phúc lợi,Các khoản phải trả nội bộ > Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,21.419,39.929,21419.0,39929.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,,
Các khoản chờ thanh toán,Các khoản phải trả bên ngoài > Các khoản chờ thanh toán,Các khoản chờ thanh toán,1.294.790,465.727,1294790.0,465727.0
Thuế và các khoản phải nộp Nhà nước,Các khoản phải trả bên ngoài > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,317.906,66.812,317906.0,66812.0
Thanh toán giữa các tổ chức tín dụng,Các khoản phải trả bên ngoài > Thanh toán giữa các tổ chức tín dụng,Thanh toán giữa các tổ chức tín dụng,110.319,99.743,110319.0,99743.0
Các khoản phải trả khách hàng,Các khoản phải trả bên ngoài > Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,21.154,165.121,21154.0,165121.0
Doanh thu chờ phân bổ,Các khoản phải trả bên ngoài > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,10.303,6.342,10303.0,6342.0
Tiền thu được từ các khoản nợ đã bán,Các khoản phải trả bên ngoài > Tiền thu được từ các khoản nợ đã bán,Tiền thu được từ các khoản nợ đã bán,-,41.113,,41113.0
Cổ tức phải trả,Các khoản phải trả bên ngoài > Cổ tức phải trả,Cổ tức phải trả,724,724,724.0,724.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,,
"Thừa quỹ, tài sản thừa chờ xử lý","Các khoản phải trả khác > Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý",1.165,1.259,1165.0,1259.0
Các khoản phải trả khác,Các khoản phải trả khác > Các khoản phải trả khác,Các khoản phải trả khác,4.754,6.798,4754.0,6798.0
,,,1.987.508,949.077,1987508.0,949077.0
