row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.539.919,1.215.137,1539919.0,1215137.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,1.404.983,1.080.029,1404983.0,1080029.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,78.801,86.138,78801.0,86138.0
Chi ăn ca,Chi ăn ca,Chi ăn ca,38.330,33.987,38330.0,33987.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,17.805,14.983,17805.0,14983.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,694.309,597.168,694309.0,597168.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,387.121,339.577,387121.0,339577.0
Bảo dưỡng và sữa chữa tài sản,Bảo dưỡng và sữa chữa tài sản,Bảo dưỡng và sữa chữa tài sản,146.774,117.803,146774.0,117803.0
Chi phí khẩu hao tài sản cố định,Chi phí khẩu hao tài sản cố định,Chi phí khẩu hao tài sản cố định,122.260,106.383,122260.0,106383.0
Mua sắm công cụ lao động,Mua sắm công cụ lao động,Mua sắm công cụ lao động,23.724,21.979,23724.0,21979.0
Chi mua bảo hiểm tài sản,Chi mua bảo hiểm tài sản,Chi mua bảo hiểm tài sản,14.430,11.426,14430.0,11426.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,765.693,552.239,765693.0,552239.0
Chi phí dự phòng rủi ro cho cáctài sản có nội bằng khác,Chi phí dự phòng rủi ro cho cáctài sản có nội bằng khác,Chi phí dự phòng rủi ro cho cáctài sản có nội bằng khác,216.765,15.426,216765.0,15426.0
"Chi xuất bản tài liệu, quảng cáo","Chi xuất bản tài liệu, quảng cáo","Chi xuất bản tài liệu, quảng cáo",176.448,33.565,176448.0,33565.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,101.419,94.408,101419.0,94408.0
"Chi hội nghị, lễ tân, khách tiết","Chi hội nghị, lễ tân, khách tiết","Chi hội nghị, lễ tân, khách tiết",94.892,109.782,94892.0,109782.0
"Chi điện nước, vệ sinh cơ quan","Chi điện nước, vệ sinh cơ quan","Chi điện nước, vệ sinh cơ quan",40.888,40.413,40888.0,40413.0
Chi thuê chuyên gia trong và ngoài nước,Chi thuê chuyên gia trong và ngoài nước,Chi thuê chuyên gia trong và ngoài nước,18.962,148.270,18962.0,148270.0
Công tác phí,Công tác phí,Công tác phí,13.999,14.541,13999.0,14541.0
"Chi vật liệu, giấy tờ in","Chi vật liệu, giấy tờ in","Chi vật liệu, giấy tờ in",12.890,15.028,12890.0,15028.0
"Chi đào tạo, huấn luyện","Chi đào tạo, huấn luyện","Chi đào tạo, huấn luyện",12.742,14.482,12742.0,14482.0
Chi bưu phí và điện thoại,Chi bưu phí và điện thoại,Chi bưu phí và điện thoại,7.893,6.945,7893.0,6945.0
"Chi phí thanh tra, kiểm tra hoạt độngtổ chức tín dụng","Chi phí thanh tra, kiểm tra hoạt độngtổ chức tín dụng","Chi phí thanh tra, kiểm tra hoạt độngtổ chức tín dụng",5.027,3.447,5027.0,3447.0
"Chi nghiên cứu và ứng dụng khoa học côngnghệ, sáng kiến, cải tiến","Chi nghiên cứu và ứng dụng khoa học côngnghệ, sáng kiến, cải tiến","Chi nghiên cứu và ứng dụng khoa học côngnghệ, sáng kiến, cải tiến",3.544,-,3544.0,
"Chi nộp thuê và các khoản phí, lệ phí","Chi nộp thuê và các khoản phí, lệ phí","Chi nộp thuê và các khoản phí, lệ phí",1.719,2.096,1719.0,2096.0
Các khoản chi phí khác,Các khoản chi phí khác,Các khoản chi phí khác,58.505,53.836,58505.0,53836.0
,,,2.999.921,2.364.544,2999921.0,2364544.0
