row_label_raw,row_label_full,col_0,Số cuối năm%/năm,Số đầu năm%/năm,numeric__Số cuối năm%/năm,numeric__Số đầu năm%/năm
Bằng VND,Bằng VND,Bằng VND,"4,40 - 14,40","6,80 - 9,00",,
Bằng ngoại tệ,Bằng VND > Bằng ngoại tệ,Bằng ngoại tệ,"5,00","5,40",5.0,5.4
