row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,698.131,879.352,698131.0,879352.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,528.443,307.513,528443.0,307513.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,1.148,1.176,1148.0,1176.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,34,70,34.0,70.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,-,27.859,,27859.0
Thu khác,Thu khác,Thu khác,168.506,542.734,168506.0,542734.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(437.584),(379.603),-437584.0,-379603.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(298.701),(233.402),-298701.0,-233402.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(40.228),(38.596),-40228.0,-38596.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(18.504),(17.386),-18504.0,-17386.0
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,(9.722),(15.655),-9722.0,-15655.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(6.627),(4.884),-6627.0,-4884.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(900),(3.436),-900.0,-3436.0
Chi khác,Chi khác,Chi khác,(62.902),(66.244),-62902.0,-66244.0
,,,260.547,499.749,260547.0,499749.0
