row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,3.460.511,646.787,3460511.0,646787.0
Thu nhập từ bán nợ,Thu nhập từ bán nợ,Thu nhập từ bán nợ,3.187.102,306.247,3187102.0,306247.0
Thu lãi từ các khoản nợ đã xử lý,Thu lãi từ các khoản nợ đã xử lý,Thu lãi từ các khoản nợ đã xử lý,207.490,196.165,207490.0,196165.0
Thu nhập khác (VAMC),Thu nhập khác (VAMC),Thu nhập khác (VAMC),51.184,-,51184.0,
Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,861,100.787,861.0,100787.0
Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,-,3.306,,3306.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,13.874,40.282,13874.0,40282.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(156.111),(31.152),-156111.0,-31152.0
Lỗ thanh lý tài sản gán xiết nợ,Lỗ thanh lý tài sản gán xiết nợ,Lỗ thanh lý tài sản gán xiết nợ,(67.205),-,-67205.0,
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(1.958),(7.225),-1958.0,-7225.0
Chi phí thanh lý tài sản,Chi phí thanh lý tài sản,Chi phí thanh lý tài sản,(23),-,-23.0,
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(15.991),(3.706),-15991.0,-3706.0
Lỗ từ hoán đổi lãi suất,Lỗ từ hoán đổi lãi suất,Lỗ từ hoán đổi lãi suất,(2.231),(465),-2231.0,-465.0
Chi phí khác,Chi phí khác,Chi phí khác,(68.703),(19.756),-68703.0,-19756.0
,,,3.304.400,615.635,3304400.0,615635.0
