row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025%/năm,Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2025%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm
Bằng VND,Bằng VND,Bằng VND,"0,00 - 29,40","0,00 - 31,49",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"4,50 - 6,00","4,50 - 8,30",,
