row_label_raw,row_label_full,col_0,31.12.2024Triệu đồng,31.12.2023Triệu đồng,numeric__31.12.2024Triệu đồng,numeric__31.12.2023Triệu đồng
"Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)",275.040,322.271,275040.0,322271.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,153.442,110.779,153442.0,110779.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,876.835,269.704,876835.0,269704.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 33),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 33),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 33),481.722,228.688,481722.0,228688.0
- Phải trả liên quan đến dịch vụ thanh toán thể,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến dịch vụ thanh toán thể,- Phải trả liên quan đến dịch vụ thanh toán thể,358.519,265.581,358519.0,265581.0
- Phải trả liên quan đến nghiệp vụ L/C,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến nghiệp vụ L/C,- Phải trả liên quan đến nghiệp vụ L/C,193.746,186.742,193746.0,186742.0
- Phải trả liên quan đến hỗ trợ lãi suất,Các khoản phải trả cho bên ngoài > - Phải trả liên quan đến hỗ trợ lãi suất,- Phải trả liên quan đến hỗ trợ lãi suất,29.826,29.826,29826.0,29826.0
Doanh thu chưa thực hiện,Các khoản phải trả cho bên ngoài > Doanh thu chưa thực hiện,Doanh thu chưa thực hiện,32.312,-,32312.0,
Phải trả khác,Các khoản phải trả cho bên ngoài > Phải trả khác,Phải trả khác,54.655,45.843,54655.0,45843.0
,,,2.456.097,1.459.434,2456097.0,1459434.0
