row_label_raw,row_label_full,col_0,31.12.2024,31.12.2023,numeric__31.12.2024,numeric__31.12.2023
,,,%,%,,
Trong dự trữ bắt buộc bằng VND,Trong dự trữ bắt buộc bằng VND,Trong dự trữ bắt buộc bằng VND,"0,50","0,50",0.5,0.5
Trong dự trữ bắt buộc bằng ngoại tệ,Trong dự trữ bắt buộc bằng ngoại tệ,Trong dự trữ bắt buộc bằng ngoại tệ,"0,00","0,00",0.0,0.0
Vượt dự trữ bắt buộc bằng VND,Vượt dự trữ bắt buộc bằng VND,Vượt dự trữ bắt buộc bằng VND,"0,00","0,00",0.0,0.0
Vượt dự trữ bắt buộc bằng ngoại tệ,Vượt dự trữ bắt buộc bằng ngoại tệ,Vượt dự trữ bắt buộc bằng ngoại tệ,"0,00","0,00",0.0,0.0
